,calYear,Opponent,Win/Loss,Home/Away,Score,Name,WeekNum,PlayType,PlayerPosition,PlayerYear,RushAtt,RushYds,RushTD,ReceiveRec,ReceiveYds,ReceiveTD,PassCmp,PassAtt,PassInt,PassYds,PassTD,PassEff,PuntNo,PuntYds,PuntAvg,PuntBLK,PuntLNG,FGM,FGA,FGLP,IntInt,IntYds,IntTD,PRRet,PRYds,PRLP,KORet,KOYds,KOLP
1,1950,BOSTON COLLEGE,T,A,7-Jul,KISSELL,1,Rushing / Passing,QB,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1950,BOSTON COLLEGE,T,A,7-Jul,CHESHIRE,1,Rushing / Punting / Punt Returns,RH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1950,BOSTON COLLEGE,T,A,7-Jul,GWINN,1,Punt Returns,RH,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1950,BOSTON COLLEGE,T,A,7-Jul,DONAHUE,1,Interceptions,C,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1950,BOSTON COLLEGE,T,A,7-Jul,KING,1,Rushing / Receiving / Punting / Interceptions / KO Returns,FB,SR,NA,NA,NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,0
6,1950,BOSTON COLLEGE,T,A,7-Jul,ROBERSON,1,Rushing,RH,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1950,BOSTON COLLEGE,T,A,7-Jul,SPENCER,1,Rushing / Interceptions / KO Returns,LH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1950,BOSTON COLLEGE,T,A,7-Jul,MORRIS,1,Rushing / Receiving / Punt Returns,LH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0,NA,NA,NA
9,1950,BOSTON COLLEGE,T,A,7-Jul,DAVIS,1,Rushing / Passing / Punting,QB,JR,5,1,0,NA,NA,NA,4,18,2,23,0,0.222222222,3,79,26.33333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1950,BOSTON COLLEGE,T,A,7-Jul,BELISIS,1,Rushing,FB,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1950,BOSTON COLLEGE,T,A,7-Jul,JONES,1,Rushing / Receiving / Punting / Interceptions / KO Returns,LH,SR,3,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1950,BOSTON COLLEGE,T,A,7-Jul,LEWIS,1,Receiving,RE,SO,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,1950,BOSTON COLLEGE,T,A,7-Jul,SMITH,1,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,17,81,0,2,22,0,2,4,1,19,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,17,0,NA,NA,NA
14,1950,BOSTON COLLEGE,T,A,7-Jul,MCCLURE,1,Receiving / KO Returns,LE,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1950,BOSTON COLLEGE,T,A,7-Jul,FINNANCE,1,Interceptions,RG,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA
16,1950,BOSTON COLLEGE,T,A,7-Jul,MILLER,1,Rushing / Receiving / KO Returns,FB,JR,17,54,1,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1950,BOSTON COLLEGE,T,A,7-Jul,BUTLER,1,Receiving / KO Returns,LE,SR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,1950,BOSTON COLLEGE,T,A,7-Jul,SCARTON,1,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,16,72,0,2,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,9,0
19,1950,BOSTON COLLEGE,T,A,7-Jul,LISTOPAD,1,Interceptions,RT,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1950,BOSTON COLLEGE,T,A,7-Jul,BLACKBERRY,1,Rushing / Passing,QB,SR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,1950,BOSTON COLLEGE,T,A,7-Jul,KOCH,1,Punting / Interceptions / KO Returns,RH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1950,RICHMOND,W,H,43-0,DAVIS,2,Rushing / Passing / Punting,QB,JR,3,-26,0,NA,NA,NA,5,7,1,117,1,0.714285714,3,106,35.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1950,RICHMOND,W,H,43-0,CHESHIRE,2,Rushing / Punting / Punt Returns,RH,SO,1,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1950,RICHMOND,W,H,43-0,LISTOPAD,2,Interceptions,RT,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1950,RICHMOND,W,H,43-0,JONES,2,Rushing / Receiving / Punting / Interceptions / KO Returns,LH,SR,6,57,0,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1950,RICHMOND,W,H,43-0,KISSELL,2,Rushing / Passing,QB,JR,3,5,0,NA,NA,NA,6,8,0,97,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1950,RICHMOND,W,H,43-0,DONAHUE,2,Interceptions,C,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1950,RICHMOND,W,H,43-0,MILLER,2,Rushing / Receiving / KO Returns,FB,JR,13,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1950,RICHMOND,W,H,43-0,ROBERSON,2,Rushing,RH,JR,2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1950,RICHMOND,W,H,43-0,GWINN,2,Punt Returns,RH,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,61,0,NA,NA,NA
31,1950,RICHMOND,W,H,43-0,SCARTON,2,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,7,45,1,3,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,0,NA,NA,NA
32,1950,RICHMOND,W,H,43-0,BELISIS,2,Rushing,FB,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1950,RICHMOND,W,H,43-0,SPENCER,2,Rushing / Interceptions / KO Returns,LH,SO,8,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,1950,RICHMOND,W,H,43-0,BUTLER,2,Receiving / KO Returns,LE,SR,NA,NA,NA,5,83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,1950,RICHMOND,W,H,43-0,LEWIS,2,Receiving,RE,SO,NA,NA,NA,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1950,RICHMOND,W,H,43-0,MORRIS,2,Rushing / Receiving / Punt Returns,LH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1950,RICHMOND,W,H,43-0,MCCLURE,2,Receiving / KO Returns,LE,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0
38,1950,RICHMOND,W,H,43-0,SMITH,2,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,8,5,0,1,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,0,NA,NA,NA
39,1950,RICHMOND,W,H,43-0,BLACKBERRY,2,Rushing / Passing,QB,SR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1950,RICHMOND,W,H,43-0,FINNANCE,2,Interceptions,RG,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1950,RICHMOND,W,H,43-0,KING,2,Rushing / Receiving / Punting / Interceptions / KO Returns,FB,SR,3,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,59,59,0,0,NA,NA,NA,1,-2,0,NA,NA,NA,NA,NA,NA
42,1950,RICHMOND,W,H,43-0,KOCH,2,Punting / Interceptions / KO Returns,RH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1950,WILLIAM & MARY,W,A,47-0,GWINN,3,Punt Returns,RH,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,39,0,NA,NA,NA
44,1950,WILLIAM & MARY,W,A,47-0,BUTLER,3,Receiving / KO Returns,LE,SR,NA,NA,NA,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1950,WILLIAM & MARY,W,A,47-0,SMITH,3,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1950,WILLIAM & MARY,W,A,47-0,DAVIS,3,Rushing / Passing / Punting,QB,JR,1,-1,0,NA,NA,NA,3,5,0,41,2,0.6,1,40,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1950,WILLIAM & MARY,W,A,47-0,LEWIS,3,Receiving,RE,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1950,WILLIAM & MARY,W,A,47-0,SCARTON,3,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,15,122,2,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,0,NA,NA,NA,NA,NA,NA
49,1950,WILLIAM & MARY,W,A,47-0,BLACKBERRY,3,Rushing / Passing,QB,SR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1950,WILLIAM & MARY,W,A,47-0,KISSELL,3,Rushing / Passing,QB,JR,3,18,0,NA,NA,NA,4,8,2,39,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1950,WILLIAM & MARY,W,A,47-0,MCCLURE,3,Receiving / KO Returns,LE,JR,NA,NA,NA,3,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1950,WILLIAM & MARY,W,A,47-0,MORRIS,3,Rushing / Receiving / Punt Returns,LH,SO,2,3,0,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1950,WILLIAM & MARY,W,A,47-0,ROBERSON,3,Rushing,RH,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1950,WILLIAM & MARY,W,A,47-0,DONAHUE,3,Interceptions,C,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1950,WILLIAM & MARY,W,A,47-0,MILLER,3,Rushing / Receiving / KO Returns,FB,JR,12,87,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1950,WILLIAM & MARY,W,A,47-0,CHESHIRE,3,Rushing / Punting / Punt Returns,RH,SO,3,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,47,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA
57,1950,WILLIAM & MARY,W,A,47-0,SPENCER,3,Rushing / Interceptions / KO Returns,LH,SO,8,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA
58,1950,WILLIAM & MARY,W,A,47-0,BELISIS,3,Rushing,FB,JR,5,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,1950,WILLIAM & MARY,W,A,47-0,KING,3,Rushing / Receiving / Punting / Interceptions / KO Returns,FB,SR,2,0,0,1,22,0,NA,NA,NA,NA,NA,NA,1,28,28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1950,WILLIAM & MARY,W,A,47-0,KOCH,3,Punting / Interceptions / KO Returns,RH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,1950,WILLIAM & MARY,W,A,47-0,JONES,3,Rushing / Receiving / Punting / Interceptions / KO Returns,LH,SR,5,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,0,NA,NA,NA,NA,NA,NA
62,1950,WILLIAM & MARY,W,A,47-0,LISTOPAD,3,Interceptions,RT,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,1950,WILLIAM & MARY,W,A,47-0,FINNANCE,3,Interceptions,RG,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1950,NORTH CAROLINA,W,A,13-7,LEWIS,4,Receiving,RE,SO,NA,NA,NA,2,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1950,NORTH CAROLINA,W,A,13-7,KOCH,4,Punting / Interceptions / KO Returns,RH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,93,46.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,1950,NORTH CAROLINA,W,A,13-7,CHESHIRE,4,Rushing / Punting / Punt Returns,RH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1950,NORTH CAROLINA,W,A,13-7,MORRIS,4,Rushing / Receiving / Punt Returns,LH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1950,NORTH CAROLINA,W,A,13-7,ROBERSON,4,Rushing,RH,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1950,NORTH CAROLINA,W,A,13-7,DAVIS,4,Rushing / Passing / Punting,QB,JR,1,6,0,NA,NA,NA,1,1,0,41,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1950,NORTH CAROLINA,W,A,13-7,KISSELL,4,Rushing / Passing,QB,JR,5,22,1,NA,NA,NA,4,11,1,29,0,0.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,1950,NORTH CAROLINA,W,A,13-7,DONAHUE,4,Interceptions,C,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1950,NORTH CAROLINA,W,A,13-7,BUTLER,4,Receiving / KO Returns,LE,SR,NA,NA,NA,1,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,1950,NORTH CAROLINA,W,A,13-7,MILLER,4,Rushing / Receiving / KO Returns,FB,JR,19,62,0,1,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0
74,1950,NORTH CAROLINA,W,A,13-7,SCARTON,4,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,18,58,0,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,0,NA,NA,NA
75,1950,NORTH CAROLINA,W,A,13-7,JONES,4,Rushing / Receiving / Punting / Interceptions / KO Returns,LH,SR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,216,36,0,0,NA,NA,NA,1,7,0,NA,NA,NA,1,15,0
76,1950,NORTH CAROLINA,W,A,13-7,FINNANCE,4,Interceptions,RG,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,1950,NORTH CAROLINA,W,A,13-7,SMITH,4,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,7,18,0,1,-3,0,1,4,0,8,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1950,NORTH CAROLINA,W,A,13-7,GWINN,4,Punt Returns,RH,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,0,NA,NA,NA
79,1950,NORTH CAROLINA,W,A,13-7,MCCLURE,4,Receiving / KO Returns,LE,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1950,NORTH CAROLINA,W,A,13-7,SPENCER,4,Rushing / Interceptions / KO Returns,LH,SO,1,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,0,NA,NA,NA,NA,NA,NA
81,1950,NORTH CAROLINA,W,A,13-7,BELISIS,4,Rushing,FB,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,1950,NORTH CAROLINA,W,A,13-7,BLACKBERRY,4,Rushing / Passing,QB,SR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1950,NORTH CAROLINA,W,A,13-7,LISTOPAD,4,Interceptions,RT,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1950,NORTH CAROLINA,W,A,13-7,KING,4,Rushing / Receiving / Punting / Interceptions / KO Returns,FB,SR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,75,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1950,GEORGE WASHINGTON,W,H,13-7 (19),ROBERSON,5,Rushing,RH,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1950,GEORGE WASHINGTON,W,H,13-7 (19),DAVIS,5,Rushing / Passing / Punting,QB,JR,1,1,0,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1950,GEORGE WASHINGTON,W,H,13-7 (19),GWINN,5,Punt Returns,RH,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
88,1950,GEORGE WASHINGTON,W,H,13-7 (19),DONAHUE,5,Interceptions,C,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1950,GEORGE WASHINGTON,W,H,13-7 (19),KISSELL,5,Rushing / Passing,QB,JR,4,-9,0,NA,NA,NA,2,5,0,14,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,1950,GEORGE WASHINGTON,W,H,13-7 (19),BUTLER,5,Receiving / KO Returns,LE,SR,NA,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,1950,GEORGE WASHINGTON,W,H,13-7 (19),BELISIS,5,Rushing,FB,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1950,GEORGE WASHINGTON,W,H,13-7 (19),MORRIS,5,Rushing / Receiving / Punt Returns,LH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1950,GEORGE WASHINGTON,W,H,13-7 (19),KOCH,5,Punting / Interceptions / KO Returns,RH,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA
94,1950,GEORGE WASHINGTON,W,H,13-7 (19),MILLER,5,Rushing / Receiving / KO Returns,FB,JR,18,77,0,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,1950,GEORGE WASHINGTON,W,H,13-7 (19),FINNANCE,5,Interceptions,RG,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1950,GEORGE WASHINGTON,W,H,13-7 (19),SCARTON,5,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,15,58,0,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,8,0,NA,NA,NA
97,1950,GEORGE WASHINGTON,W,H,13-7 (19),JONES,5,Rushing / Receiving / Punting / Interceptions / KO Returns,LH,SR,2,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,166,41.5,0,0,NA,NA,NA,1,27,0,NA,NA,NA,NA,NA,NA
98,1950,GEORGE WASHINGTON,W,H,13-7 (19),SPENCER,5,Rushing / Interceptions / KO Returns,LH,SO,2,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,107,1,NA,NA,NA,1,5,0
99,1950,GEORGE WASHINGTON,W,H,13-7 (19),LISTOPAD,5,Interceptions,RT,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,NA,NA,NA
100,1950,GEORGE WASHINGTON,W,H,13-7 (19),SMITH,5,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,12,64,0,NA,NA,NA,1,2,1,5,0,0.5,2,101,50.5,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA
101,1950,GEORGE WASHINGTON,W,H,13-7 (19),MCCLURE,5,Receiving / KO Returns,LE,JR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
