"","Day","Year","Opponent","GameNumber","Wake_Result","Wake_Rushes","Wake_Rush_Yds","Wake_Rush_TD","Wake_Rush_Lg","Wake_Receptions","Wake_Receptions_Yds","Wake_Receptions_TD","Wake_Receptions_Lg","Wake_Pass_Cmp","Wake_Pass_Att","Wake_Pass_Int","Wake_Pass_Yds","Wake_Pass_TD","Wake_Pass_Lg","Wake_KOR","Wake_KOR_Yds","Wake_KOR_TD","Wake_KOR_Lg","Wake_PR","Wake_PR_Yds","Wake_PR_TD","Wake_PR_LG","Wake_Total_Offense","Wake_Total_Of_Plays","Wake_1st_Downs","Wake_1DRsh","Wake_1DPs","Wake_1DPen","Wake_Solo","Wake_Ast","Wake_Total_Tackles","Wake_TFL","Wake_TFL_Yds","Wake_Sacks","Wake_Sacks_Yds","Wake_FF","Wake_FR","Wake_Fumble_Yds","Wake_Int","Wake_Int_Yds","Wake_QBH","Wake_Brk","Wake_Blk_Kick","Wake_PAT_M","Wake_PAT_Att","Wake_Run","Wake_Rcv","Wake_safety","Wake_Pts","Wake_Punts","Wake_Punts_Yds","Wake_Punts_Avg","Wake_Punts_Lg","Wake_Blkd","Wake_TB","Wake_FB","Wake_50+","Wake_I20","Wake1_FGA","Wake1_FGM","Wake1_Lg","Wake1_Blkd","Wake_Ko","Wake_Ko_Yds","Wake_Ko_Avg","Wake1_TB","Wake_OB","Wake_2gm_TO","Wake_Rush_2gms","Wake_Rush_3gms","Opp_Rushes","Opp_Rushes_Yds","Opp_Rushes_TD","Opp_Rushes_Lg","Opp_Receptions","Opp_Receptions_Yds","Opp_Receptions_TD","Opp_Receptions_Lg","Opp_Pass_Cmp","Opp_Pass_Att","Opp_Pass_Int","Opp_Pass_Yds","Opp_Pass_TD","Opp_Pass_Lg","Opp_KOR","Opp_KOR_Yds","Opp_KOR_TD","Opp_KOR_LG","Opp","Opp.1","Opp_PR_TD","Opp_PR_LG","Opp_Total_Offense","Opp_1st_Downs","Opp_1D-Ru","Opp_1D-Pa","Opp_1D-Pn","Opp_Solo","Opp_Ast","Opp_Total_Tackles","Opp_TFL","Opp_TFL_Yds","Opp_Sacks","Opp_Sacks_Yds","Opp_FF","Opp_FR","Opp_Fumble_Yds","Opp_Int","Opp_Int_Yds","Opp_QBH","Opp_Brk","Opp_Blk_Kick","Opp_PAT_Att","Opp_PAT_M","Opp_Run","Opp_Rcv","Opp_Safety","Opp_Pts","Opp_Punts","Opp_Punts_Yds","Opp_Punts_Avg","Opp_Punts_Lg","Opp_Blkd","Opp_TB","Opp_FC","Opp_50+","Opp_I20","Opp1_FGA","Opp1_FGM","Opp1_Lg","Opp1_Blk","Opp_Ko","Opp_Yds_10","Opp1_Avg","Opp1_TB","Opp_OB","Opp_YPC","Opp_YPA","Opp_Tot_Off_Plays","Opp_YPP","alltimefb_W/L","alltimefb_Score","alltimefb_WFU","alltimefb_Opp","alltimefb_Margin","alltimefb_Calc","alltimefb_ATT","alltimefb_Opp Conf","alltimefb_H A","alltimefb_ACC Rec after for WF","alltimefb_Opp Rec before gm","alltimefb_WF Rank","alltimefb_WF AP","alltimefb_WF Coach","alltimefb_WF CFP","alltimefb_Opp Rank","alltimefb_Opp AP","alltimefb_Opp Coaches Poll","alltimefb_Opp CFP","alltimefb_Notes","alltimefb_WF Record (after)","alltimefb_Coach Rec","alltimefb_Coach","alltimefb_Opp Coach","alltimefb_Pts Combo","alltimefb_OT","alltimefb_Season Win #","alltimefb_Season #","alltimefb_Gm #","alltimefb_Surface","alltimefb_State","alltimefb_Jersey","alltimefb_Pants","alltimefb_Helmet","alltimefb_Game Time","alltimefb_Night","alltimefb_PDF","alltimefb_<17","alltimefb_Temp","alltimefb_Weather","alltimefb_TV","alltimefb_PxP","alltimefb_Analyst","alltimefb_Sideline","alltimefb_Analyst__1","alltimefb_Level","alltimefb_Division","alltimefb_Toss","alltimefb_Choice","alltimefb_Bye","alltimefb_Gm #__1","alltimefb_Check","alltimefb_ACC Opener","alltimefb_ACC Hm Opener","alltimefb_Homecoming","alltimefb_Big 4","alltimefb_0-1L-Nov","alltimefb_Final Play","alltimefb_NFL Stadium","alltimefb_ATW","alltimefb_ATL","alltimefb_ATT__1","alltimefb_AT Pct","alltimefb_Bowl","alltimefb_Discrepancies","alltimefb_Nickname","alltimefb_LINK","alltimefb_Coastal-Atlantic","alltimefb_Starting QB","alltimefb_WF Poss","alltimefb_TD","alltimefb_FG","alltimefb_Punt","alltimefb_L/TO","alltimefb_MFG","alltimefb_Dns","alltimefb_Time","alltimefb_TOT","alltimefb_Opp Dr","alltimefb_TD__1","alltimefb_FG__1","alltimefb_Punt__1","alltimefb_L/TO__1","alltimefb_Dns__1","alltimefb_MFG__1","alltimefb_Time__1","alltimefb_TOT__1","alltimefb_Off Drs","alltimefb_3-and-out","alltimefb_Def Drs","alltimefb_3 and out","alltimefb_Non-Sat","alltimefb_Opp W","alltimefb_Opp L","alltimefb_Opp T","alltimefb_Opp Bowl","alltimefb_Line","alltimefb_TV Viewers","alltimefb_TV rating","alltimefb_Conf gm","alltimefb_1st 3 gms","alltimefb_1st 4 gms","alltimefb_Pts Ald-4","alltimefb_5 gms-PF","alltimefb_30 pt gms","alltimefb_X__1","alltimefb_Upset"
"716","Oct. 25",2012,"CLEMSON",1070,"L",28,51,0,43,"28","239",2,27,"28","45","0","239",2,27,2,29,"0",18,1,1,0,1,290,73,"19",5,10,4,46,36,82,"6","42","3","36","1","0","0","0","0",0,5,0,"1","2",0,"0",0,13,"10","419",41.9,61,0,2,"3","2",2,0,0,0,0,3,191,63.7,2,0,503,156,227,45,101,1,12,29,433,"5",61,"29",40,0,"433",5,61,1,14,0,14,3,4,0,3,534,"26",10,"15","1",45,18,63,7,41,"5",33,3,1,"0","0","0",2,2,0,6,6,0,0,0,42,6,213,35.5,43,0,0,2,0,3,0,1,0,0,7,452,64.6,5,0,2.24444444444444,10.825,85,6.28235294117647,"L","13-42",13,42,-29,"L",31162,"ACC","H","2-4","6-1",NA,NA,NA,NA,NA,"14","13",NA,NA,"4-4","72-71","Jim Grobe","Dabo Swinney",55,NA,NA,8,1071,"Grass","SC","Black","Black","Pro Gloss","7:30","N",NA,NA,"69","Clear","ESPN","Rece Davis","Jesse Palmer","Samantha Steele","David Pollack",NA,"Power 5","Lost","kick",NA,1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,"613",NA,NA,NA,NA,"Tigers",NA,"Atlantic","Price",14,2,0,10,1,0,1,0,14,15,6,0,6,0,0,1,2,15,NA,NA,NA,NA,"Thursday-ESPN",11,2,NA,"Chickfila","11.5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"717","Nov. 3",2012,"BOSTON COLLEGE",1071,"W",32,116,1,23,"39","293",3,27,"39","57","1","293",3,27,2,22,"0",11,1,12,0,12,409,89,"22",10,12,0,39,22,61,"7","34","3","21","2","1","0","3","2",4,4,0,"4","4",0,"0",0,28,"5","188",37.6,43,0,0,"1","0",2,0,0,0,0,5,321,64.2,4,0,699,167,272,21,12,0,9,30,369,"2",52,"30",51,3,"369",2,52,1,17,0,17,2,19,0,19,381,"22",1,"19","2",39,52,91,3,4,"0",0,1,0,"0","1","13",2,5,0,2,2,0,0,0,14,2,100,50,56,0,1,0,1,0,0,1,0,0,3,195,65,1,0,0.571428571428571,7.23529411764706,72,5.29166666666667,"W","28-14",28,14,14,"W",28963,"ACC","H","3-4","2-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-4","73-71","Jim Grobe","Frank Spaziani",42,NA,5,9,1072,"Turf","MASS","Black","Gold","Pro Gloss","3:30",NA,NA,NA,"59","Sunny","Fox Sports Net","Rich Waltz","Keith Jones","Jenn Hildreth",NA,NA,"BCS","Lost","Receive",NA,1071,NA,NA,NA,NA,NA,NA,NA,NA,"425",NA,NA,NA,NA,NA,"Eagles",NA,"Atlantic","Price",12,4,0,5,1,0,2,0,12,13,2,0,2,4,2,1,2,13,NA,NA,NA,NA,NA,2,12,NA,NA,"-3.5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"718","Nov. 10",2012,"NC STATE",1072,"L",23,16,0,15,"22","169",1,39,"22","40","1","169",1,39,4,74,"0",27,0,0,0,0,185,63,"9",2,7,0,44,72,116,"11","33","2","14","1","1","0","1","0",3,6,0,"0","1",0,"0",0,6,"12","520",43.3,57,0,0,"2","3",2,0,0,0,0,2,130,65,0,0,594,132,183,51,170,1,26,25,258,"2",30,"25",43,1,"258",2,30,2,126,1,100,7,74,0,28,428,"26",10,"15","1",32,28,60,11,52,"5",38,2,1,"0","1","0",5,5,0,4,4,0,0,0,37,5,196,39.2,41,0,1,2,0,1,3,5,49,0,8,516,64.5,4,0,3.33333333333333,6,94,4.5531914893617,"L","6-37",6,37,-31,"L",52567,"ACC","A","3-5","5-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-5","73-72","Jim Grobe","Tom O'Brien",43,NA,NA,10,1073,"Grass","NC","White","Gold","Pro Gloss","3:00",NA,NA,NA,"71","Sunny","Fox Sports Net","Mike Hogewood","Keith Jones","Jenn Hildreth",NA,NA,"Power 5","Lost","Receive",NA,1072,NA,NA,NA,NA,"L",NA,NA,NA,NA,"614",NA,NA,NA,NA,"Wolfpack",NA,"Atlantic","Price",17,1,0,12,2,0,1,1,17,17,4,3,5,2,0,2,1,17,NA,NA,NA,NA,NA,7,6,NA,"Music City","9",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"719","Nov. 17",2012,"NOTRE DAME",1073,"L",25,55,0,13,"23","154",0,16,"23","35","0","154",0,16,6,106,"0",26,0,0,0,0,209,60,"9",2,7,0,39,22,61,"4","7","0","0","0","0","0","1","0",5,4,0,"0","0",0,"0",0,0,"10","388",38.8,48,0,0,"4","0",2,0,0,0,0,1,65,65,0,0,394,71,187,30,221,2,68,22,363,"3",50,"22",36,1,"363",3,50,1,17,0,17,4,13,0,7,584,"23",6,"17","0",32,40,72,4,16,"1",9,1,1,"0","0","0",4,4,0,5,5,0,0,0,38,4,147,36.8,43,0,0,2,0,1,1,2,25,0,7,437,62.4,1,0,7.36666666666667,10.0833333333333,66,8.84848484848485,"L","0-38",0,38,-38,"L",80795,"Ind","A",NA,"10-0",NA,NA,NA,NA,"3, 3","3","3",NA,"ND moved to #1 after this game; forfeited to Wake Forest in 2016 as part of ND academic improprieties","5-6","73-73","Jim Grobe","Brian Kelly",38,NA,NA,11,1074,"Grass","IN","White","Black","Pro Gloss","3:30",NA,NA,NA,"54","Sunny","NBC","Tom Hammond","Mike Mayock","Alex Flanagan",NA,NA,"Power 5","Lost","kick",NA,1073,NA,NA,NA,NA,NA,"L",NA,NA,NA,"615",NA,NA,NA,NA,"Fighting Irish",NA,NA,"Price",13,0,0,10,1,0,1,1,13,13,5,1,4,1,0,1,1,13,NA,NA,NA,NA,NA,12,1,NA,"BCS Championship","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Nov. 24",2012,"VANDERBILT",1074,"L",44,124,2,18,"18","186",0,25,"18","38","1","186",0,25,5,75,"0",24,1,5,0,5,310,82,"19",9,8,2,42,10,52,"3","15","2","12","2","2","4","1","0",1,0,0,"3","3",0,"0",0,21,"6","222",37,57,1,0,"1","1",2,0,0,0,0,4,223,55.8,1,1,519,179,195,34,203,3,90,17,229,"2",64,"17",23,1,"229",2,64,2,26,0,15,4,129,2,83,432,"19",8,"10","1",57,14,71,7,30,"3",21,1,1,"0","1","0",3,4,1,7,7,0,0,0,55,1,46,46,46,0,0,0,0,0,2,2,52,0,10,574,57.4,4,0,5.97058823529412,9.95652173913044,57,7.57894736842105,"L","21-55",21,55,-34,"L",26134,"SEC","H",NA,"7-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-7","73-74","Jim Grobe","James Franklin",76,NA,NA,12,1075,"Turf","TN","Black","Black","Pro Gloss","3:30",NA,NA,NA,"47","Sunny","ESPNU","Anish Shroff","Dan Hawkins",NA,NA,NA,"Power 5","Win","kick",NA,1074,NA,NA,NA,NA,NA,NA,NA,NA,"425","616","33",0.411080074487896,NA,NA,"Commodores",NA,NA,"Price",14,3,0,6,2,0,3,0,14,15,7,2,1,3,0,0,2,15,NA,NA,NA,NA,NA,9,4,NA,"Music City","11",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"721","Aug. 29",2013,"PRESBYTERIAN",1075,"W",54,189,2,21,"14","219",1,53,"14","26","0","219",1,53,2,44,"0",23,3,11,0,11,408,80,"25",16,6,3,28,14,42,"3","13","1","10","2","3","2","3","29",0,4,0,"4","4",0,"0",0,31,"5","182",36.4,43,0,1,"1","0",1,3,1,31,0,6,387,64.5,1,0,718,313,368,24,102,0,66,11,49,"1",9,"11",19,3,"49",1,9,5,120,0,35,0,0,0,0,151,"2",2,"0","0",59,20,79,3,19,"1",6,1,2,"0","0","0",2,6,0,1,1,0,0,0,7,7,256,36.6,47,0,0,1,0,0,0,0,0,0,2,114,57,0,0,4.25,2.57894736842105,43,3.51162790697674,"W","31-7",31,7,24,"W",26202,"Big South","H",NA,"0-0",NA,NA,NA,NA,NA,NA,NA,NA,"9 minute power failure at end of 1Q","1-0","74-74","Jim Grobe","Harold Nichols",38,NA,1,1,1076,"Turf","SC","Black","Gold","Pro Gloss","6:30","N",NA,NA,"82","Partly cloudy","ESPN3","Roy Philpott","Brian Kinchen","Angela Mallen",NA,NA,"FCS","Lost","Receive",NA,1075,NA,NA,NA,NA,NA,NA,NA,NA,"426",NA,NA,NA,NA,NA,"Blue Hose",NA,NA,"Price",15,4,1,5,2,2,0,1,15,15,1,0,7,6,0,0,1,15,NA,NA,NA,NA,"Thursday",3,8,NA,NA,"-37.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Sept. 6",2013,"BOSTON COLLEGE",1076,"L",39,55,0,12,"18","191",1,43,"18","30","1","191",1,43,1,18,"0",18,5,32,0,4,246,69,"16",7,9,0,44,14,58,"5","27","3","22","0","0","0","1","0",0,1,1,"1","1",0,"0",0,10,"7","310",44.3,54,0,0,"3","1",1,1,1,26,0,3,165,55,0,0,654,244,368,46,191,1,31,7,123,"2",51,"7",14,1,"123",2,51,3,40,0,16,1,6,0,6,314,"17",11,"5","1",40,38,78,8,37,"2",20,1,2,"0","1","0",2,1,0,3,3,0,0,0,24,7,239,34.1,46,1,1,0,0,3,1,1,33,0,5,325,65,4,0,4.15217391304348,8.78571428571429,60,5.23333333333333,"L","24-10",10,24,-14,"L",32465,"ACC","A","0-1","1-0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-1","74-75","Jim Grobe","Steve Addazio",34,NA,NA,2,1077,"Turf","MASS","White","White","White","8:00","N",NA,NA,"62","Clear","ESPN2","Carter Blackburn","Danny Kanell","Allison Williams",NA,NA,"Power 5","Lost","Receive",NA,1076,NA,"L",NA,NA,NA,NA,NA,NA,NA,"617",NA,NA,NA,NA,"Eagles",NA,"Atlantic","Price",13,1,1,7,3,0,1,0,13,14,3,1,7,1,0,0,2,14,NA,NA,NA,NA,"Friday",7,5,NA,"Independence","2",TRUE,TRUE,"Y",NA,NA,NA,NA,NA,NA,NA
"723","Sept. 14",2013,"ULM",1077,"L",15,15,0,11,"28","310",2,65,"28","48","0","310",2,65,2,32,"0",18,1,-8,0,0,325,63,"15",1,14,0,57,36,93,"4","11","2","5","0","0","0","2","17",9,4,1,"1","1",0,"0",0,19,"9","344",38.2,49,0,0,"6","0",3,2,2,38,0,3,185,61.7,0,0,571,70,259,35,109,0,22,43,315,"3",24,"43",69,2,"315",3,24,3,63,0,31,0,0,0,0,424,"26",8,"16","2",37,8,45,8,28,"4",17,1,1,"0","0","0",1,3,0,3,3,0,0,0,21,6,214,35.7,48,0,2,0,0,3,0,1,0,1,4,253,63.2,2,0,3.11428571428571,4.56521739130435,104,4.07692307692308,"L","21-19",19,21,-2,"L",26505,"Sun Belt","H",NA,"1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-2","74-76","Jim Grobe","Todd Berry",40,NA,NA,3,1078,"Turf","LA","Black","White","White","12:30",NA,NA,NA,"67","Sunny","Fox Sports Net","Wes Durham","Brian Stann","Jenn Hildreth",NA,NA,"FBS","Won","Defer/kick",NA,1077,NA,NA,NA,NA,NA,NA,"missed 2 pt",NA,NA,"618",NA,NA,NA,NA,"Warhawks",NA,NA,"Price",14,2,2,9,1,0,0,0,14,14,3,0,6,2,1,1,1,14,NA,NA,NA,NA,NA,6,6,NA,"Bowl eligible but not selected","-2.5",NA,NA,NA,60,NA,NA,NA,NA,NA,NA
"724","Sept. 21",2013,"ARMY",1078,"W",45,228,2,23,"6","132",1,66,"6","17","1","132",1,66,1,24,"0",24,2,21,0,13,360,62,"18",14,4,0,48,32,80,"7","13","0","0","1","2","0","0","0",0,2,0,"2","2",0,"1",0,25,"4","147",36.8,47,0,1,"1","0",1,2,1,35,0,6,377,62.8,2,0,685,243,298,55,271,0,51,10,86,"0",22,"10",18,0,"86",0,22,3,44,0,19,0,0,0,0,357,"18",13,"3","2",40,16,56,9,23,"1",5,1,1,"0","1","0",0,0,0,0,0,0,0,1,11,5,239,47.8,51,0,1,1,3,1,3,3,39,0,4,258,64.5,3,0,4.92727272727273,4.77777777777778,73,4.89041095890411,"W","25-11",25,11,14,"W",33610,"Ind","A",NA,"1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-2","75-76","Jim Grobe","Rich Ellerson",36,NA,2,4,1079,"Turf","NY","White","Black","White","12:00",NA,NA,NA,"75","Overcast","CBS Coll","Ben Holden","Tom Bradley","Katie Leahy",NA,NA,"FBS","Won","Defer/kick",NA,1078,NA,NA,NA,NA,NA,NA,NA,NA,"427",NA,NA,NA,NA,NA,"Black Knights",NA,NA,"Price",12,3,1,4,2,1,0,NA,11,13,0,3,5,2,1,0,2,13,NA,NA,NA,NA,NA,3,8,NA,NA,"-2.5",NA,NA,NA,NA,85,63,NA,NA,NA,NA
"725","Sept. 28",2013,"CLEMSON",1079,"L",31,60,0,15,"19","162",1,31,"19","30","1","162",1,31,5,106,"0",43,1,0,0,0,222,61,"15",4,9,2,59,18,77,"3","14","2","11","0","0","0","0","0",1,4,0,"1","1",0,"0",0,7,"10","402",40.2,50,0,1,"2","1",2,0,0,0,0,2,130,65,1,0,582,288,303,47,166,4,13,28,407,"4",75,"28",36,0,"407",4,75,1,18,0,18,5,30,0,18,573,"27",10,"16","1",44,20,64,10,32,"3",12,2,1,"0","1","1",3,3,0,8,8,0,0,0,56,5,216,43.2,56,0,0,2,1,0,0,0,0,0,9,565,62.8,4,0,3.53191489361702,11.3055555555556,83,6.90361445783132,"L","7-56",7,56,-49,"L",80607,"ACC","A","0-2","3-0",NA,NA,NA,NA,"3, 4","3","4",NA,NA,"2-3","75-77","Jim Grobe","Dabo Swinney",63,NA,NA,5,1080,"Grass","SC","White","Black","Matte Black","3:30",NA,NA,NA,"74","Mostly sunny","ESPNU","Anish Shroff","Kelly Stouffer","Brooke Weisbrod",NA,NA,"Power 5","Won","Defer/kick",NA,1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,"619",NA,NA,NA,NA,"Tigers",NA,"Atlantic","Price",15,1,0,10,2,0,0,2,15,14,8,0,5,0,1,0,0,14,NA,NA,NA,NA,NA,10,2,NA,"Orange","+28.5",TRUE,TRUE,"Y",NA,NA,NA,92,NA,NA,NA
"726","Oct. 5",2013,"NC STATE",1080,"W",32,114,1,16,"24","268",3,54,"24","39","1","268",3,54,0,0,"0",0,0,0,0,0,382,71,"23",8,11,4,43,30,73,"7","19","4","14","0","0","0","2","45",3,4,0,"4","4",0,"0",0,28,"6","218",36.3,46,0,1,"3","0",1,0,0,0,0,5,287,57.4,1,0,604,174,402,32,115,0,22,27,257,"1",34,"27",43,2,"257",1,34,4,80,0,37,1,10,0,10,372,"21",6,"13","2",46,8,54,7,27,"1",3,1,0,"0","1","21",3,3,0,1,1,0,0,0,13,5,186,37.2,54,0,1,2,1,2,2,2,27,0,4,260,65,4,0,3.59375,5.97674418604651,75,4.96,"W","28-13",28,13,15,"W",30642,"ACC","H","1-2","3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-3","76-77","Jim Grobe","Dave Doeren",41,NA,3,6,1081,"Turf","NC","Gold","Black","Matte Black","3:30",NA,NA,NA,"85","sunny and warm","Fox Sports Net","Wes Durham","Brian Stann","Jenn Hildreth",NA,NA,"BCS","Lost","Receive","Pre",1080,NA,NA,"W",NA,"W",NA,NA,NA,"428",NA,NA,NA,NA,NA,"Wolfpack",NA,"Atlantic","Price",12,4,0,6,1,0,NA,1,12,12,1,2,5,2,1,0,1,12,NA,NA,NA,NA,NA,3,9,NA,NA,"+7.5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"727","Oct. 19",2013,"MARYLAND",1081,"W",24,47,2,28,"28","260",2,26,"28","38","0","260",2,26,1,12,"0",12,2,24,0,23,307,62,"16",1,14,1,46,18,64,"8","54","3","43","2","1","0","2","58",3,7,0,"4","4",0,"0",0,34,"6","252",42,49,0,0,"3","0",2,2,2,51,0,7,441,63,1,0,689,161,221,23,39,0,15,27,344,"1",56,"27",51,2,"344",1,56,6,171,0,40,3,39,0,27,383,"22",4,"16","2",39,14,53,7,39,"1",22,0,0,"0","0","0",1,1,0,1,1,0,0,0,10,3,133,44.3,51,0,0,1,1,0,1,2,23,0,3,171,57,2,0,1.69565217391304,6.74509803921569,74,5.17567567567568,"W","34-10",34,10,24,"W",27807,"ACC","H","2-2","5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-3","77-77","Jim Grobe","Randy Edsall",44,NA,4,7,1082,"Turf","MD","Black","Black","Matte Black","3:30",NA,NA,NA,"60","overcast","ESPNU","Anish Shroff","Kelly Stouffer",NA,NA,NA,"BCS","Won","Defer/kick","Post",1081,NA,NA,NA,"X",NA,NA,NA,NA,"429",NA,NA,NA,NA,NA,"Terrapins",NA,"Atlantic","Price",13,4,2,6,0,0,0,1,13,13,1,1,3,3,3,1,1,13,NA,NA,NA,NA,NA,7,5,NA,"Military","+4.5",TRUE,TRUE,"Y",NA,NA,NA,NA,NA,NA,NA
"728","Oct. 26",2013,"MIAMI (FL)",1082,"L",25,59,1,14,"25","302",2,56,"25","46","1","302",2,56,1,19,"0",19,1,1,0,1,361,71,"21",4,16,1,48,14,62,"2","10","1","9","0","0","0","0","0",1,2,0,"3","3",0,"0",0,21,"5","203",40.6,47,0,0,"2","0",1,1,0,0,0,4,255,63.8,0,0,668,106,220,40,200,2,23,17,191,"1",44,"17",28,0,"191",1,44,4,89,0,34,2,37,0,25,391,"20",9,"7","4",34,14,48,4,20,"2",15,0,0,"0","1","6",3,6,0,3,3,0,0,0,24,4,177,44.2,58,0,0,0,1,2,1,2,34,0,5,323,64.6,4,0,5,6.82142857142857,68,5.75,"L","21-24",21,24,-3,"L",66160,"ACC","A","2-3","6-0",NA,NA,NA,NA,NA,"7","6",NA,NA,"4-4","77-78","Jim Grobe","Al Golden",45,NA,NA,8,1083,"Grass","FL","White","Gold","Matte Black","12:00",NA,NA,NA,"80","Partly cloudy","ESPNU","Tom Hart","John Congemi","Shelly Smith",NA,NA,"BCS","Lost","Receive",NA,1082,NA,NA,NA,NA,NA,NA,NA,"Sun Life Stadium",NA,"620",NA,NA,NA,NA,"Hurricanes",NA,"Coastal","Price",11,3,0,5,1,1,0,1,11,11,3,1,4,0,1,1,1,11,NA,NA,NA,NA,NA,9,3,NA,"Russell Athletic","26",TRUE,TRUE,"Y",NA,NA,NA,NA,NA,NA,NA
"729","Nov. 2",2013,"SYRACUSE",1083,"L",19,25,0,14,"22","173",0,23,"22","54","1","173",0,23,3,49,"0",21,3,16,0,10,198,73,"12",4,6,2,46,20,66,"5","19","1","8","0","0","0","0","0",1,4,1,"0","0",0,"0",0,0,"12","495",41.2,53,0,1,"8","2",4,0,0,0,0,1,65,65,1,0,559,84,131,45,183,1,67,19,169,"1",43,"19",31,0,"169",1,43,0,0,0,0,2,9,0,10,352,"17",9,"8","0",32,10,42,6,40,"3",36,0,0,"0","1","0",6,3,0,2,1,0,0,0,13,11,442,40.2,55,0,0,7,3,3,0,0,0,0,3,164,54.7,0,0,4.06666666666667,5.45161290322581,76,4.63157894736842,"L","0-13",0,13,-13,"L",38550,"ACC","A","2-4","3-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-5","77-79","Jim Grobe","Scott Shafer",13,NA,NA,9,1084,"Turf","NY","White","Black","Pro Gloss","12:30",NA,NA,NA,"indoors","Indoors","Fox Sports Net","Wes Durham","Brian Stann","Jenn Hildreth",NA,NA,"Power 5","Lost","Receive",NA,1083,NA,NA,NA,NA,NA,NA,NA,NA,NA,"621",NA,NA,NA,NA,"Orange",NA,"Atlantic","Price",15,0,0,12,1,0,1,1,15,15,2,0,11,0,1,0,1,15,NA,NA,NA,NA,NA,6,6,NA,"Texas","4",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"730","Nov. 9",2013,"FLORIDA STATE",1084,"L",40,103,0,13,"7","63",0,20,"7","25","6","63",0,20,3,37,"0",15,2,25,0,19,166,65,"8",4,3,1,33,42,75,"10","51","4","34","2","1","0","1","1",1,5,0,"0","0",0,"0",0,3,"9","369",41,52,0,0,"2","2",3,1,1,23,0,2,122,61,0,0,364,128,NA,34,89,3,22,22,207,"2",18,"22",39,1,"207",2,18,2,101,1,97,4,20,0,10,296,"19",7,"8","4",35,26,61,4,15,"1",10,1,1,"23","6","107",1,3,0,8,8,0,0,0,59,6,233,38.8,50,0,0,1,1,2,0,0,42,0,10,610,61,7,0,2.61764705882353,5.30769230769231,73,4.05479452054795,"L","3-59",3,59,-56,"L",30865,"ACC","H","2-5","8-0",NA,NA,NA,NA,NA,"3","3",NA,NA,"4-6","77-80","Jim Grobe","Jimbo Fisher",62,NA,NA,10,1085,"Turf","FL","Black","Black","Matte Black","12:00",NA,NA,NA,"52","partly cloudy","ABC","Mike Patrick","Ed Cunningham","Jeannine Edwards",NA,NA,"Power 5","Lost","Receive","Pre",1084,NA,NA,NA,NA,NA,"L",NA,NA,NA,"622",NA,NA,NA,NA,"Seminoles",NA,"Atlantic","Price",19,0,1,9,7,0,0,2,19,18,8,1,6,2,0,1,NA,18,NA,NA,NA,NA,NA,12,0,NA,"BCS Championship","34",TRUE,TRUE,"Y",NA,NA,NA,NA,NA,NA,NA
"731","Nov. 23",2013,"DUKE",1085,"L",40,124,1,15,"12","124",1,29,"12","27","1","124",1,29,1,10,"0",10,0,0,0,0,248,67,"16",9,6,1,36,34,70,"3","6","1","1","2","1","56","0","0",3,0,0,"3","3",0,"0",0,21,"7","269",38.4,43,0,0,"2","0",2,0,0,0,0,4,250,62.5,1,0,414,227,NA,35,121,1,20,25,257,"3",58,"25",32,0,"257",3,58,3,68,0,27,0,0,0,0,378,"20",9,"11","0",37,26,63,6,39,"4",36,1,1,"0","1","19",2,3,0,4,4,0,0,0,28,5,207,41.4,66,0,0,0,1,2,0,1,0,0,5,319,63.8,4,0,3.45714285714286,8.03125,67,5.64179104477612,"L","21-28",21,28,-7,"L",28463,"ACC","H","2-6","8-2",NA,NA,NA,NA,NA,"25","24",NA,NA,"4-7","77-81","Jim Grobe","David Cutcliffe",49,NA,NA,11,1086,"Turf","NC","Black","Black","White","12:00",NA,NA,NA,"56","Mostly cloudy","ESPN2","Beth Mowins","Joey Galloway","Paul Carcaterra",NA,NA,"Power 5","Won","defer/kick","post",1085,NA,NA,NA,NA,"L",NA,NA,NA,NA,"623",NA,NA,NA,NA,"Blue Devils",NA,"Coastal","Price",12,3,0,7,2,0,0,0,12,13,4,0,5,1,0,1,2,13,NA,NA,NA,NA,NA,10,2,NA,"Chickfila","7",TRUE,TRUE,"Y",NA,NA,NA,NA,NA,NA,NA
