Class,Pos,"Name (last, first)",Year,Gms,Solo,Asst,Total,TFL,Yds,Sacks,Yds,Int,Yds,ITD,PBU,QBH,FR,Yd,FF,Blk Kick,Safety,Total Check,Diff,PDF,Tkls/Gm,Tm Rank,PDF
Jr,DT,"Bartholomew, Dave",1973,,51,31,82,3.0,11,,,0,0,,3,,0,,,0,,82,0,3,#DIV/0!,,3
Jr,DE,"Harris, John",1973,,28,22,50,6.0,20,,,1,0,,0,,0,,,0,,50,0,1,#DIV/0!,,1
Jr,DT,"Bailey, David",1973,,30,20,50,11.0,32,,,0,0,,0,,3,,,0,,50,0,0,#DIV/0!,,0
Jr,,"Lockridge, Tom",1973,,36,10,46,2.0,2,,,3,17,,3,,0,,,0,,46,0,6,#DIV/0!,,6
Jr,,"Horne, Spencer",1973,,29,12,41,1.0,1,,,3,16,,3,,1,,,0,,41,0,6,#DIV/0!,,6
Jr,LB,"Tony, Tom",1973,,22,17,39,1.0,2,,,0,0,,0,,0,,,0,,39,0,0,#DIV/0!,,0
Jr,LB,"Thomas, Norris",1973,,13,12,25,0.0,0,,,0,0,,2,,1,,,0,,25,0,2,#DIV/0!,,2
Jr,DE,"Gregory, Rich",1973,,13,10,23,2.0,6,,,0,0,,0,,0,,,0,,23,0,0,#DIV/0!,,0
Jr,DT,"Fehring, Tom",1973,,4,2,6,0.0,0,,,0,0,,0,,0,,,0,,6,0,0,#DIV/0!,,0
Fr,,"Carroll, Randy",1973,,21,20,41,0.0,0,,,0,0,,0,,0,,,0,,41,0,0,#DIV/0!,,0
Fr,,"McDonald, Ed",1973,,13,7,20,0.0,0,,,0,0,,1,,0,,,0,,20,0,1,#DIV/0!,,1
Fr,,"Bryce, John",1973,,10,3,13,3.0,18,,,0,0,,0,,0,,,0,,13,0,0,#DIV/0!,,0
FR,DE,"Tilley, Lou",1973,,9,1,10,1.0,2,,,0,0,,0,,0,,,0,,10,0,0,#DIV/0!,,0
,,"Carter, Keith",1973,,45,28,73,5.0,14,,,0,0,,1,,0,,,0,,73,0,1,#DIV/0!,,1
,,"Richards, Bob",1973,,16,10,26,1.0,1,,,0,0,,1,,0,,,0,,26,0,1,#DIV/0!,,1
,DB,"Stits, Randy",1973,,12,1,13,1.0,1,,,1,0,,3,,1,,,0,,13,0,4,#DIV/0!,,4
,,"Allen, Bob",1973,,6,7,13,0.0,0,,,0,0,,0,,0,,,0,,13,0,0,#DIV/0!,,0
,,"Hegh, Gary",1973,,2,3,5,0.0,0,,,0,0,,0,,0,,,0,,5,0,0,#DIV/0!,,0
,,"Giblin, Terry",1973,,0,3,3,0.0,0,,,0,0,,1,,0,,,0,,3,0,1,#DIV/0!,,1
,,"Brown, China",1973,,2,1,3,0.0,0,,,0,0,,0,,0,,,0,,3,0,0,#DIV/0!,,0
,,"Arthur, Mike",1973,,1,0,1,0.0,0,,,0,0,,0,,0,,,0,,1,0,0,#DIV/0!,,0
,,"Curry, Carl",1973,,1,0,1,0.0,0,,,0,0,,0,,0,,,0,,1,0,0,#DIV/0!,,0
,,"Ladutko, Randy",1973,,1,0,1,0.0,0,,,0,0,,0,,0,,,0,,1,0,0,#DIV/0!,,0
,,"Masterson, Tom",1973,,1,0,1,0.0,0,,,0,0,,0,,0,,,0,,1,0,0,#DIV/0!,,0
SO,DT,"Bartholomew, Dave",1972,,26,33,59,,,,,,,,,,,,,,,59,0,,#DIV/0!,,0
SO,DB,"Hargrove, James",1972,,27,27,54,,,,,2,,,,,,,,,,54,,,,,2
SO,CB,"Thomas, Norris",1972,,,,54,,,,,2,,,,,,,,,,,,,#DIV/0!,,2
SO,DT,"Bailey, David",1972,,17,17,34,,,,,,,,,,,,,,,34,0,,#DIV/0!,,0
JR,LB,"Hardin, John",1972,,42,53,95,,,,,,,,,,,,,,,95,,,,,0
JR,DB,"Glasco, Felix",1972,,19,12,31,,,,,,,,,,,,,,,31,0,,#DIV/0!,,0
JR,DB,"Sievers, Rich",1972,,17,13,30,,,,,1,,,,,,,,,,30,0,,#DIV/0!,,1
Sr,LB,"Stetz, Ed",1971,11,126,77,203,,,,,2,34,,,,,,,,,203,0,2,18.5,1,2
SR,DB,"Bowden, Steve",1971,,,,,,,,,5,12,,,,,,,,,,,,,,5
SR,DB,"Fussell, Frank",1971,,,,,,,,,4,46,,,,,,,,,,,,,,4
SR,LB,"Causey, Larry",1971,,,,,,,,,1,1,,,,,,,,,,,,,,1
SR,DB,"McHenry, Pat",1971,,,,,,,,,1,0,,,,,,,,,,,,,,1
SO,DE,"Hardin, John",1971,,28,35,63,,,,,,,,,,,,,,,63,,,,,0
SO,DB,"Sievers, Rich",1971,,11,17,28,,,,,1,0,,,,,,,,,28,0,1,,,1
Jr,DT,"Komondorea, Steve",1971,,34,38,72,,,,,,,,,,,,,,,72,0,,#DIV/0!,,0
JR,DB,"Rothrock, Sammy",1971,,26,25,51,,,,,2,7,,,,,,,,,51,0,2,#DIV/0!,,2
JR,DB,"Moore, Junior",1971,,,,,,,,,2,16,,,,,,,,,,,,,,2
JR,LB,"Cox, Randy",1971,,,,,,,,,1,7,,,,,,,,,,,,,,1
JR,LB,"Mangiaracina, Tony",1971,,,,,,,,,1,1,,,,,,,,,,,,,,1
FR,DB,"Sievers, Rich",1971,,,,,,,,,1,0,,,,,,,,,,,,,,1
,,Hoffmann,1971,,,,,,,,,1,1,,,,,,,,,,,,,,1
Sr,DT,"Headley, Win",1970,,67,44,111,,,,,0,0,,,,1,,,,,111,0,0,#DIV/0!,,0
Sr,DB,"Bozoian, Dick",1970,,39,37,76,,,,,3,26,,,,1,,,,,76,0,3,#DIV/0!,,3
Sr,DB,"Kuharchek, Terry",1970,,40,28,68,,,,,4,17,,,,2,,,,,68,0,4,#DIV/0!,,4
Sr,DT,"Magnot, Mike",1970,,28,33,61,,,,,0,0,,,,1,,,,,61,0,0,#DIV/0!,,0
Sr,LB,"Pate, Carlyle",1970,,28,21,59,,,,,0,0,,,,0,,,,,49,-10,0,#DIV/0!,,0
So,DT,"Phillips, John",1970,,23,26,49,,,,,1,0,,,,2,,,,,49,0,1,#DIV/0!,,1
So,DB,"Jakubovic, Ernie",1970,,3,5,8,,,,,1,29,,,,0,,,,,8,0,1,#DIV/0!,,1
So,DE,"Teague, Chris",1970,,0,2,2,,,,,0,0,,,,0,,,,,2,0,0,#DIV/0!,,0
Jr,LB,"Stetz, Ed",1970,11,104,87,191,,,,,1,29,,,,1,,,,,191,0,1,17.4,,1
Jr,LB,"Bradley, Ed",1970,,60,35,95,,,,,0,0,,,,1,,,,,95,0,0,#DIV/0!,,0
Jr,DB,"Fussell, Frank",1970,,37,35,72,,,,,2,3,,,,3,,,,,72,0,2,#DIV/0!,,2
Jr,DB,"McHenry, Pat",1970,,37,30,67,,,,,3,20,,,,1,,,,,67,0,3,#DIV/0!,,3
Jr,DT,"Chulada, Dick",1970,,24,35,59,,,,,0,0,,,,1,,,,,59,0,0,#DIV/0!,,0
Jr,LB,"Causey, Larry",1970,,26,25,51,,,,,0,0,,,,0,,,,,51,0,0,#DIV/0!,,0
Sr,LB,"Mazalewski, John",1969,,81,44,125,,,,,0,0,,,,2,,,,,125,0,0,#DIV/0!,,0
Sr,DB,"Schubert, Jim",1969,,39,34,73,,,,,3,84,,,,4,,,,,73,0,3,#DIV/0!,,3
Sr,DN,"Pons, Larry",1969,,46,22,68,,,,,2,19,,,,1,,,,,68,0,2,#DIV/0!,1,2
So,LB,"Bradley, Ed",1969,,77,47,124,,,,,0,0,,,,2,,,,,124,0,0,#DIV/0!,,0
So,LB,"Causey, Larry",1969,,49,28,77,,,,,0,0,,,,1,,,,,77,0,0,#DIV/0!,,0
So,LB,"Stetz, Ed",1969,,41,25,66,,,,,0,0,,,,2,,,,,66,0,0,#DIV/0!,,0
So,DB,"McHenry, Pat",1969,,30,18,48,,,,,2,25,,,,0,,,,,48,0,2,#DIV/0!,,2
So,LB,"Hawkins, Frank",1969,,22,25,47,,,,,1,2,,,,2,,,,,47,0,1,#DIV/0!,,1
Jr,DT,"Headley, Win",1969,,54,37,91,,,,,0,0,,,,1,,,,,91,0,0,#DIV/0!,,0
Jr,DE,"Wszelaki, Roman",1969,,49,31,80,,,,,0,0,,,,1,,,,,80,0,0,#DIV/0!,,0
Jr,DB,"Kuharchek, Terry",1969,,35,38,73,,,,,4,6,,,,1,,,,,73,0,4,#DIV/0!,,4
Jr,DB,"Bozoian, Dick",1969,,30,22,52,,,,,0,0,,,,1,,,,,52,0,0,#DIV/0!,,0
,DE,"Stuetzer, Tom",1966,,,,,,,,,,,,,,4,,,,,,,,,,
