,Name,Opponent,WeekNum,PlayType,PlayerPosition,PlayerYear,calYear,HomeAway,WinLoss,RushAtt,RushYds,RushTD,ReceiveRec,ReceiveYds,ReceiveTD,PassCmp,PassAtt,PassInt,PassYds,PassTD,PassEff,PuntNo,PuntYds,PuntAvg,PuntBLK,PuntLNG,FGM,FGA,FGLP,IntInt,IntYds,IntTD,PRRet,PRYds,PRLP,KORet,KOYds,KOLP,AllPurpYds
1,DONAHUE,BOSTON COLLEGE,1,Interceptions,C,SO,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,DONAHUE,RICHMOND,2,Interceptions,C,SO,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,DONAHUE,WILLIAM & MARY,3,Interceptions,C,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,DONAHUE,NORTH CAROLINA,4,Interceptions,C,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,DONAHUE,GEORGE WASHINGTON,5,Interceptions,C,SO,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,DONAHUE,CLEMSON,6,Interceptions,C,SO,1950,H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7,DONAHUE,DUKE,7,Interceptions,C,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,0
8,DONAHUE,NC STATE,8,Interceptions,C,SO,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9,DONAHUE,SOUTH CAROLINA,9,Interceptions,C,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10,FINNANCE,BOSTON COLLEGE,1,Interceptions,RG,SO,1950,A,T,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,,,,3
11,FINNANCE,RICHMOND,2,Interceptions,RG,SO,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12,FINNANCE,WILLIAM & MARY,3,Interceptions,RG,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
13,FINNANCE,NORTH CAROLINA,4,Interceptions,RG,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
14,FINNANCE,GEORGE WASHINGTON,5,Interceptions,RG,SO,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,FINNANCE,CLEMSON,6,Interceptions,RG,SO,1950,H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,FINNANCE,DUKE,7,Interceptions,RG,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,FINNANCE,NC STATE,8,Interceptions,RG,SO,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,FINNANCE,SOUTH CAROLINA,9,Interceptions,RG,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
19,LISTOPAD,BOSTON COLLEGE,1,Interceptions,RT,JR,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
20,LISTOPAD,RICHMOND,2,Interceptions,RT,JR,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
21,LISTOPAD,WILLIAM & MARY,3,Interceptions,RT,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22,LISTOPAD,NORTH CAROLINA,4,Interceptions,RT,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
23,LISTOPAD,GEORGE WASHINGTON,5,Interceptions,RT,JR,1950,H,W,,,,,,,,,,,,,,,,,,,,,1,5,0,,,,,,,5
24,LISTOPAD,CLEMSON,6,Interceptions,RT,JR,1950,H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
25,LISTOPAD,DUKE,7,Interceptions,RT,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
26,LISTOPAD,NC STATE,8,Interceptions,RT,JR,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
27,LISTOPAD,SOUTH CAROLINA,9,Interceptions,RT,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28,GWINN,BOSTON COLLEGE,1,Punt Returns,RH,JR,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
29,GWINN,RICHMOND,2,Punt Returns,RH,JR,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,3,61,0,,,,61
30,GWINN,WILLIAM & MARY,3,Punt Returns,RH,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,3,39,0,,,,39
31,GWINN,NORTH CAROLINA,4,Punt Returns,RH,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,5,33,0,,,,33
32,GWINN,GEORGE WASHINGTON,5,Punt Returns,RH,JR,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,2,25,0,,,,25
33,GWINN,CLEMSON,6,Punt Returns,RH,JR,1950,H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,GWINN,DUKE,7,Punt Returns,RH,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,3,26,0,,,,26
35,GWINN,NC STATE,8,Punt Returns,RH,JR,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,6,18,0,,,,18
36,GWINN,SOUTH CAROLINA,9,Punt Returns,RH,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,1,22,0,,,,22
37,KOCH,BOSTON COLLEGE,1,Punting / Interceptions / KO Returns,RH,SO,1950,A,T,,,,,,,,,,,,,2,50,25,0,0,,,,,,,,,,,,,0
38,KOCH,RICHMOND,2,Punting / Interceptions / KO Returns,RH,SO,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
39,KOCH,WILLIAM & MARY,3,Punting / Interceptions / KO Returns,RH,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
40,KOCH,NORTH CAROLINA,4,Punting / Interceptions / KO Returns,RH,SO,1950,A,W,,,,,,,,,,,,,2,93,46.5,0,0,,,,,,,,,,,,,0
41,KOCH,GEORGE WASHINGTON,5,Punting / Interceptions / KO Returns,RH,SO,1950,H,W,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,,,,3
42,KOCH,CLEMSON,6,Punting / Interceptions / KO Returns,RH,SO,1950,H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
43,KOCH,DUKE,7,Punting / Interceptions / KO Returns,RH,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,0,20
44,KOCH,NC STATE,8,Punting / Interceptions / KO Returns,RH,SO,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
45,KOCH,SOUTH CAROLINA,9,Punting / Interceptions / KO Returns,RH,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
46,LEWIS,BOSTON COLLEGE,1,Receiving,RE,SO,1950,A,T,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0
47,LEWIS,RICHMOND,2,Receiving,RE,SO,1950,H,W,,,,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,14
48,LEWIS,WILLIAM & MARY,3,Receiving,RE,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
49,LEWIS,NORTH CAROLINA,4,Receiving,RE,SO,1950,A,W,,,,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,13
50,LEWIS,GEORGE WASHINGTON,5,Receiving,RE,SO,1950,H,W,,,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,5
51,LEWIS,CLEMSON,6,Receiving,RE,SO,1950,H,L,,,,5,59,0,,,,,,,,,,,,,,,,,,,,,,,,59
52,LEWIS,DUKE,7,Receiving,RE,SO,1950,A,W,,,,2,51,1,,,,,,,,,,,,,,,,,,,,,,,,51
53,LEWIS,NC STATE,8,Receiving,RE,SO,1950,H,T,,,,3,41,0,,,,,,,,,,,,,,,,,,,,,,,,41
54,LEWIS,SOUTH CAROLINA,9,Receiving,RE,SO,1950,A,W,,,,1,12,0,,,,,,,,,,,,,,,,,,,,,,,,12
55,BUTLER,BOSTON COLLEGE,1,Receiving / KO Returns,LE,SR,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
56,BUTLER,RICHMOND,2,Receiving / KO Returns,LE,SR,1950,H,W,,,,5,83,1,,,,,,,,,,,,,,,,,,,,,,,,83
57,BUTLER,WILLIAM & MARY,3,Receiving / KO Returns,LE,SR,1950,A,W,,,,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,9
58,BUTLER,NORTH CAROLINA,4,Receiving / KO Returns,LE,SR,1950,A,W,,,,1,41,1,,,,,,,,,,,,,,,,,,,,,,,,41
59,BUTLER,GEORGE WASHINGTON,5,Receiving / KO Returns,LE,SR,1950,H,W,,,,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,4
60,BUTLER,CLEMSON,6,Receiving / KO Returns,LE,SR,1950,H,L,,,,3,56,1,,,,,,,,,,,,,,,,,,,,,1,7,0,63
61,BUTLER,DUKE,7,Receiving / KO Returns,LE,SR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
62,BUTLER,NC STATE,8,Receiving / KO Returns,LE,SR,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
63,BUTLER,SOUTH CAROLINA,9,Receiving / KO Returns,LE,SR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
64,MCCLURE,BOSTON COLLEGE,1,Receiving / KO Returns,LE,JR,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
65,MCCLURE,RICHMOND,2,Receiving / KO Returns,LE,JR,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5
66,MCCLURE,WILLIAM & MARY,3,Receiving / KO Returns,LE,JR,1950,A,W,,,,3,35,0,,,,,,,,,,,,,,,,,,,,,,,,35
67,MCCLURE,NORTH CAROLINA,4,Receiving / KO Returns,LE,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68,MCCLURE,GEORGE WASHINGTON,5,Receiving / KO Returns,LE,JR,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
69,MCCLURE,CLEMSON,6,Receiving / KO Returns,LE,JR,1950,H,L,,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,11
70,MCCLURE,DUKE,7,Receiving / KO Returns,LE,JR,1950,A,W,,,,1,12,0,,,,,,,,,,,,,,,,,,,,,,,,12
71,MCCLURE,NC STATE,8,Receiving / KO Returns,LE,JR,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,MCCLURE,SOUTH CAROLINA,9,Receiving / KO Returns,LE,JR,1950,A,W,,,,5,66,0,,,,,,,,,,,,,,,,,,,,,,,,66
73,BELISIS,BOSTON COLLEGE,1,Rushing,FB,JR,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,BELISIS,DUKE,7,Rushing,FB,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,BELISIS,SOUTH CAROLINA,9,Rushing,FB,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
76,BELISIS,NORTH CAROLINA,4,Rushing,FB,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
77,BELISIS,WILLIAM & MARY,3,Rushing,FB,JR,1950,A,W,5,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,19
78,BELISIS,CLEMSON,6,Rushing,FB,JR,1950,H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
79,BELISIS,GEORGE WASHINGTON,5,Rushing,FB,JR,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
80,BELISIS,NC STATE,8,Rushing,FB,JR,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
81,BELISIS,RICHMOND,2,Rushing,FB,JR,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
82,ROBERSON,BOSTON COLLEGE,1,Rushing,RH,JR,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
83,ROBERSON,RICHMOND,2,Rushing,RH,JR,1950,H,W,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10
84,ROBERSON,WILLIAM & MARY,3,Rushing,RH,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
85,ROBERSON,NORTH CAROLINA,4,Rushing,RH,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
86,ROBERSON,GEORGE WASHINGTON,5,Rushing,RH,JR,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
87,ROBERSON,CLEMSON,6,Rushing,RH,JR,1950,H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
88,ROBERSON,DUKE,7,Rushing,RH,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
89,ROBERSON,NC STATE,8,Rushing,RH,JR,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
90,ROBERSON,SOUTH CAROLINA,9,Rushing,RH,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91,SPENCER,BOSTON COLLEGE,1,Rushing / Interceptions / KO Returns,LH,SO,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
92,SPENCER,RICHMOND,2,Rushing / Interceptions / KO Returns,LH,SO,1950,H,W,8,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,37
93,SPENCER,WILLIAM & MARY,3,Rushing / Interceptions / KO Returns,LH,SO,1950,A,W,8,58,1,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,60
94,SPENCER,NORTH CAROLINA,4,Rushing / Interceptions / KO Returns,LH,SO,1950,A,W,1,49,0,,,,,,,,,,,,,,,,,,1,15,0,,,,,,,64
95,SPENCER,GEORGE WASHINGTON,5,Rushing / Interceptions / KO Returns,LH,SO,1950,H,W,2,-3,0,,,,,,,,,,,,,,,,,,2,107,1,,,,1,5,0,109
96,SPENCER,CLEMSON,6,Rushing / Interceptions / KO Returns,LH,SO,1950,H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
97,SPENCER,DUKE,7,Rushing / Interceptions / KO Returns,LH,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,0
98,SPENCER,NC STATE,8,Rushing / Interceptions / KO Returns,LH,SO,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
99,SPENCER,SOUTH CAROLINA,9,Rushing / Interceptions / KO Returns,LH,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100,BLACKBERRY,BOSTON COLLEGE,1,Rushing / Passing,QB,SR,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
101,BLACKBERRY,DUKE,7,Rushing / Passing,QB,SR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
102,BLACKBERRY,SOUTH CAROLINA,9,Rushing / Passing,QB,SR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
103,BLACKBERRY,NORTH CAROLINA,4,Rushing / Passing,QB,SR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
104,BLACKBERRY,WILLIAM & MARY,3,Rushing / Passing,QB,SR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
105,BLACKBERRY,CLEMSON,6,Rushing / Passing,QB,SR,1950,H,L,1,0,0,,,,6,14,2,47,0,0.428571429,,,,,,,,,,,,,,,,,,0
106,BLACKBERRY,GEORGE WASHINGTON,5,Rushing / Passing,QB,SR,1950,H,W,,,,,,,1,2,0,5,0,0.5,,,,,,,,,,,,,,,,,,0
107,BLACKBERRY,NC STATE,8,Rushing / Passing,QB,SR,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
108,BLACKBERRY,RICHMOND,2,Rushing / Passing,QB,SR,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
109,KISSELL,BOSTON COLLEGE,1,Rushing / Passing,QB,JR,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
110,KISSELL,RICHMOND,2,Rushing / Passing,QB,JR,1950,H,W,3,5,0,,,,6,8,0,97,3,0.75,,,,,,,,,,,,,,,,,,5
111,KISSELL,WILLIAM & MARY,3,Rushing / Passing,QB,JR,1950,A,W,3,18,0,,,,4,8,2,39,0,0.5,,,,,,,,,,,,,,,,,,18
112,KISSELL,NORTH CAROLINA,4,Rushing / Passing,QB,JR,1950,A,W,5,22,1,,,,4,11,1,29,0,0.363636364,,,,,,,,,,,,,,,,,,22
113,KISSELL,GEORGE WASHINGTON,5,Rushing / Passing,QB,JR,1950,H,W,4,-9,0,,,,2,5,0,14,1,0.4,,,,,,,,,,,,,,,,,,-9
114,KISSELL,CLEMSON,6,Rushing / Passing,QB,JR,1950,H,L,4,-1,0,,,,4,9,1,38,0,0.444444444,,,,,,,,,,,,,,,,,,-1
115,KISSELL,DUKE,7,Rushing / Passing,QB,JR,1950,A,W,1,-2,0,,,,4,7,1,56,0,0.571428571,,,,,,,,,,,,,,,,,,-2
116,KISSELL,NC STATE,8,Rushing / Passing,QB,JR,1950,H,T,4,10,0,,,,4,7,0,75,0,0.571428571,,,,,,,,,,,,,,,,,,10
117,KISSELL,SOUTH CAROLINA,9,Rushing / Passing,QB,JR,1950,A,W,5,51,1,,,,7,15,0,88,0,0.466666667,,,,,,,,,,,,,,,,,,51
118,DAVIS,BOSTON COLLEGE,1,Rushing / Passing / Punting,QB,JR,1950,A,T,5,1,0,,,,4,18,2,23,0,0.222222222,3,79,26.33333333,0,0,,,,,,,,,,,,,1
119,DAVIS,RICHMOND,2,Rushing / Passing / Punting,QB,JR,1950,H,W,3,-26,0,,,,5,7,1,117,1,0.714285714,3,106,35.3,0,0,,,,,,,,,,,,,-26
120,DAVIS,WILLIAM & MARY,3,Rushing / Passing / Punting,QB,JR,1950,A,W,1,-1,0,,,,3,5,0,41,2,0.6,1,40,40,0,0,,,,,,,,,,,,,-1
121,DAVIS,NORTH CAROLINA,4,Rushing / Passing / Punting,QB,JR,1950,A,W,1,6,0,,,,1,1,0,41,1,1,,,,,,,,,,,,,,,,,,6
122,DAVIS,GEORGE WASHINGTON,5,Rushing / Passing / Punting,QB,JR,1950,H,W,1,1,0,,,,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,1
123,DAVIS,CLEMSON,6,Rushing / Passing / Punting,QB,JR,1950,H,L,,,,,,,5,6,0,87,1,0.833333333,1,29,29,0,0,,,,,,,,,,,,,0
124,DAVIS,DUKE,7,Rushing / Passing / Punting,QB,JR,1950,A,W,2,-32,0,,,,3,6,0,58,1,0.5,2,59,29.5,0,0,,,,,,,,,,,,,-32
125,DAVIS,NC STATE,8,Rushing / Passing / Punting,QB,JR,1950,H,T,5,-47,0,,,,1,2,0,15,0,0.5,3,82,27.33333333,0,0,,,,,,,,,,,,,-47
126,DAVIS,SOUTH CAROLINA,9,Rushing / Passing / Punting,QB,JR,1950,A,W,,,,,,,,,,,,,5,150,30,0,0,,,,,,,,,,,,,0
127,CHESHIRE,BOSTON COLLEGE,1,Rushing / Punting / Punt Returns,RH,SO,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
128,CHESHIRE,DUKE,7,Rushing / Punting / Punt Returns,RH,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
129,CHESHIRE,SOUTH CAROLINA,9,Rushing / Punting / Punt Returns,RH,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
130,CHESHIRE,NORTH CAROLINA,4,Rushing / Punting / Punt Returns,RH,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
131,CHESHIRE,WILLIAM & MARY,3,Rushing / Punting / Punt Returns,RH,SO,1950,A,W,3,20,0,,,,,,,,,,1,47,47,0,0,,,,,,,1,0,0,,,,20
132,CHESHIRE,CLEMSON,6,Rushing / Punting / Punt Returns,RH,SO,1950,H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
133,CHESHIRE,GEORGE WASHINGTON,5,Rushing / Punting / Punt Returns,RH,SO,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
134,CHESHIRE,NC STATE,8,Rushing / Punting / Punt Returns,RH,SO,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
135,CHESHIRE,RICHMOND,2,Rushing / Punting / Punt Returns,RH,SO,1950,H,W,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10
136,SCARTON,BOSTON COLLEGE,1,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,1950,A,T,16,72,0,2,19,0,,,,,,,,,,,,,,,,,,1,1,0,1,9,0,101
137,SCARTON,RICHMOND,2,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,1950,H,W,7,45,1,3,35,1,,,,,,,,,,,,,,,,,,2,26,0,,,,106
138,SCARTON,WILLIAM & MARY,3,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,1950,A,W,15,122,2,1,4,0,,,,,,,,,,,,,,,1,17,0,,,,,,,143
139,SCARTON,NORTH CAROLINA,4,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,1950,A,W,18,58,0,1,8,0,,,,,,,,,,,,,,,,,,1,14,0,,,,80
140,SCARTON,GEORGE WASHINGTON,5,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,1950,H,W,15,58,0,1,10,1,,,,,,,,,,,,,,,1,0,0,1,8,0,,,,76
141,SCARTON,CLEMSON,6,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,1950,H,L,9,18,0,3,23,0,,,,,,,,,,,,,,,,,,4,16,0,,,,57
142,SCARTON,DUKE,7,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,1950,A,W,17,85,1,3,48,0,,,,,,,,,,,,,,,,,,1,14,0,,,,147
143,SCARTON,NC STATE,8,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,1950,H,T,26,92,1,1,18,0,,,,,,,,,,,,,,,,,,,,,,,,110
144,SCARTON,SOUTH CAROLINA,9,Rushing / Receiving / Interceptions / Punt Returns / KO Returns,RH,JR,1950,A,W,5,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12
145,MILLER,BOSTON COLLEGE,1,Rushing / Receiving / KO Returns,FB,JR,1950,A,T,17,54,1,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,60
146,MILLER,RICHMOND,2,Rushing / Receiving / KO Returns,FB,JR,1950,H,W,13,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,61
147,MILLER,WILLIAM & MARY,3,Rushing / Receiving / KO Returns,FB,JR,1950,A,W,12,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,87
148,MILLER,NORTH CAROLINA,4,Rushing / Receiving / KO Returns,FB,JR,1950,A,W,19,62,0,1,19,0,,,,,,,,,,,,,,,,,,,,,1,9,0,90
149,MILLER,GEORGE WASHINGTON,5,Rushing / Receiving / KO Returns,FB,JR,1950,H,W,18,77,0,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,82
150,MILLER,CLEMSON,6,Rushing / Receiving / KO Returns,FB,JR,1950,H,L,24,86,1,2,29,0,,,,,,,,,,,,,,,,,,,,,2,36,0,151
151,MILLER,DUKE,7,Rushing / Receiving / KO Returns,FB,JR,1950,A,W,27,90,0,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,97
152,MILLER,NC STATE,8,Rushing / Receiving / KO Returns,FB,JR,1950,H,T,24,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,115
153,MILLER,SOUTH CAROLINA,9,Rushing / Receiving / KO Returns,FB,JR,1950,A,W,24,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,89
154,SMITH,BOSTON COLLEGE,1,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,1950,A,T,17,81,0,2,22,0,2,4,1,19,0,0.5,,,,,,,,,,,,4,17,0,,,,120
155,SMITH,RICHMOND,2,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,1950,H,W,8,5,0,1,60,1,,,,,,,,,,,,,,,,,,2,18,0,,,,83
156,SMITH,WILLIAM & MARY,3,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
157,SMITH,NORTH CAROLINA,4,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,1950,A,W,7,18,0,1,-3,0,1,4,0,8,0,0.25,,,,,,,,,,,,,,,,,,15
158,SMITH,GEORGE WASHINGTON,5,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,1950,H,W,12,64,0,,,,1,2,1,5,0,0.5,2,101,50.5,0,0,,,,,,,1,0,0,,,,64
159,SMITH,CLEMSON,6,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,1950,H,L,9,50,0,2,2,0,1,3,0,8,0,0.333333333,,,,,,,,,,,,,,,,,,52
160,SMITH,DUKE,7,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,1950,A,W,13,36,0,1,7,0,1,3,0,11,0,0.333333333,,,,,,,,,,,,,,,,,,43
161,SMITH,NC STATE,8,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,1950,H,T,14,64,0,2,49,0,1,2,1,18,0,0.5,,,,,,,,,,,,,,,1,36,0,149
162,SMITH,SOUTH CAROLINA,9,Rushing / Receiving / Passing / Punting / Punt Returns / KO Returns,LH,JR,1950,A,W,16,52,0,1,10,0,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,62
163,MORRIS,BOSTON COLLEGE,1,Rushing / Receiving / Punt Returns,LH,SO,1950,A,T,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,,,,13
164,MORRIS,DUKE,7,Rushing / Receiving / Punt Returns,LH,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
165,MORRIS,SOUTH CAROLINA,9,Rushing / Receiving / Punt Returns,LH,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
166,MORRIS,NORTH CAROLINA,4,Rushing / Receiving / Punt Returns,LH,SO,1950,A,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
167,MORRIS,WILLIAM & MARY,3,Rushing / Receiving / Punt Returns,LH,SO,1950,A,W,2,3,0,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,13
168,MORRIS,CLEMSON,6,Rushing / Receiving / Punt Returns,LH,SO,1950,H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
169,MORRIS,GEORGE WASHINGTON,5,Rushing / Receiving / Punt Returns,LH,SO,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,MORRIS,NC STATE,8,Rushing / Receiving / Punt Returns,LH,SO,1950,H,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
171,MORRIS,RICHMOND,2,Rushing / Receiving / Punt Returns,LH,SO,1950,H,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
172,JONES,BOSTON COLLEGE,1,Rushing / Receiving / Punting / Interceptions / KO Returns,LH,SR,1950,A,T,3,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,21
