"","Name","Opponent","WeekNum","PlayType","PlayerPosition","PlayerYear","calYear","RushAtt","RushYds","RushTD","ReceiveRec","ReceiveYds","ReceiveTD","PassCmp","PassAtt","PassInt","PassYds","PassTD","PassEff","PuntNo","PuntYds","PuntAvg","PuntBLK","PuntLNG","FGM","FGA","FGLP","IntInt","IntYds","IntTD","PRRet","PRYds","PRLP","KORet","KOYds","KOLP"
"1","DONAHUE","BOSTON COLLEGE",1,"Interceptions","C","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","DONAHUE","RICHMOND",2,"Interceptions","C","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","DONAHUE","WILLIAM & MARY",3,"Interceptions","C","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","DONAHUE","NORTH CAROLINA",4,"Interceptions","C","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","DONAHUE","GEORGE WASHINGTON",5,"Interceptions","C","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","DONAHUE","CLEMSON",6,"Interceptions","C","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","DONAHUE","DUKE",7,"Interceptions","C","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA
"8","DONAHUE","NC STATE",8,"Interceptions","C","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","DONAHUE","SOUTH CAROLINA",9,"Interceptions","C","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","FINNANCE","BOSTON COLLEGE",1,"Interceptions","RG","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA
"11","FINNANCE","RICHMOND",2,"Interceptions","RG","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","FINNANCE","WILLIAM & MARY",3,"Interceptions","RG","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","FINNANCE","NORTH CAROLINA",4,"Interceptions","RG","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","FINNANCE","GEORGE WASHINGTON",5,"Interceptions","RG","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","FINNANCE","CLEMSON",6,"Interceptions","RG","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","FINNANCE","DUKE",7,"Interceptions","RG","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","FINNANCE","NC STATE",8,"Interceptions","RG","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","FINNANCE","SOUTH CAROLINA",9,"Interceptions","RG","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","LISTOPAD","BOSTON COLLEGE",1,"Interceptions","RT","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","LISTOPAD","RICHMOND",2,"Interceptions","RT","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","LISTOPAD","WILLIAM & MARY",3,"Interceptions","RT","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","LISTOPAD","NORTH CAROLINA",4,"Interceptions","RT","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","LISTOPAD","GEORGE WASHINGTON",5,"Interceptions","RT","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,NA,NA,NA
"24","LISTOPAD","CLEMSON",6,"Interceptions","RT","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","LISTOPAD","DUKE",7,"Interceptions","RT","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","LISTOPAD","NC STATE",8,"Interceptions","RT","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","LISTOPAD","SOUTH CAROLINA",9,"Interceptions","RT","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","GWINN","BOSTON COLLEGE",1,"Punt Returns","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","GWINN","RICHMOND",2,"Punt Returns","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,61,0,NA,NA,NA
"30","GWINN","WILLIAM & MARY",3,"Punt Returns","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,39,0,NA,NA,NA
"31","GWINN","NORTH CAROLINA",4,"Punt Returns","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,0,NA,NA,NA
"32","GWINN","GEORGE WASHINGTON",5,"Punt Returns","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"33","GWINN","CLEMSON",6,"Punt Returns","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","GWINN","DUKE",7,"Punt Returns","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,0,NA,NA,NA
"35","GWINN","NC STATE",8,"Punt Returns","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,0,NA,NA,NA
"36","GWINN","SOUTH CAROLINA",9,"Punt Returns","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,0,NA,NA,NA
"37","KOCH","BOSTON COLLEGE",1,"Punting / Interceptions / KO Returns","RH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","KOCH","RICHMOND",2,"Punting / Interceptions / KO Returns","RH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","KOCH","WILLIAM & MARY",3,"Punting / Interceptions / KO Returns","RH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","KOCH","NORTH CAROLINA",4,"Punting / Interceptions / KO Returns","RH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,93,46.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","KOCH","GEORGE WASHINGTON",5,"Punting / Interceptions / KO Returns","RH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA
"42","KOCH","CLEMSON",6,"Punting / Interceptions / KO Returns","RH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","KOCH","DUKE",7,"Punting / Interceptions / KO Returns","RH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0
"44","KOCH","NC STATE",8,"Punting / Interceptions / KO Returns","RH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","KOCH","SOUTH CAROLINA",9,"Punting / Interceptions / KO Returns","RH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","LEWIS","BOSTON COLLEGE",1,"Receiving","RE","SO",1950,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","LEWIS","RICHMOND",2,"Receiving","RE","SO",1950,NA,NA,NA,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","LEWIS","WILLIAM & MARY",3,"Receiving","RE","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","LEWIS","NORTH CAROLINA",4,"Receiving","RE","SO",1950,NA,NA,NA,2,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","LEWIS","GEORGE WASHINGTON",5,"Receiving","RE","SO",1950,NA,NA,NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","LEWIS","CLEMSON",6,"Receiving","RE","SO",1950,NA,NA,NA,5,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","LEWIS","DUKE",7,"Receiving","RE","SO",1950,NA,NA,NA,2,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","LEWIS","NC STATE",8,"Receiving","RE","SO",1950,NA,NA,NA,3,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","LEWIS","SOUTH CAROLINA",9,"Receiving","RE","SO",1950,NA,NA,NA,1,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","BUTLER","BOSTON COLLEGE",1,"Receiving / KO Returns","LE","SR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","BUTLER","RICHMOND",2,"Receiving / KO Returns","LE","SR",1950,NA,NA,NA,5,83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","BUTLER","WILLIAM & MARY",3,"Receiving / KO Returns","LE","SR",1950,NA,NA,NA,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","BUTLER","NORTH CAROLINA",4,"Receiving / KO Returns","LE","SR",1950,NA,NA,NA,1,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","BUTLER","GEORGE WASHINGTON",5,"Receiving / KO Returns","LE","SR",1950,NA,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","BUTLER","CLEMSON",6,"Receiving / KO Returns","LE","SR",1950,NA,NA,NA,3,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,0
"61","BUTLER","DUKE",7,"Receiving / KO Returns","LE","SR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","BUTLER","NC STATE",8,"Receiving / KO Returns","LE","SR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","BUTLER","SOUTH CAROLINA",9,"Receiving / KO Returns","LE","SR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","MCCLURE","BOSTON COLLEGE",1,"Receiving / KO Returns","LE","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","MCCLURE","RICHMOND",2,"Receiving / KO Returns","LE","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0
"66","MCCLURE","WILLIAM & MARY",3,"Receiving / KO Returns","LE","JR",1950,NA,NA,NA,3,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","MCCLURE","NORTH CAROLINA",4,"Receiving / KO Returns","LE","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","MCCLURE","GEORGE WASHINGTON",5,"Receiving / KO Returns","LE","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","MCCLURE","CLEMSON",6,"Receiving / KO Returns","LE","JR",1950,NA,NA,NA,1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","MCCLURE","DUKE",7,"Receiving / KO Returns","LE","JR",1950,NA,NA,NA,1,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","MCCLURE","NC STATE",8,"Receiving / KO Returns","LE","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","MCCLURE","SOUTH CAROLINA",9,"Receiving / KO Returns","LE","JR",1950,NA,NA,NA,5,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","BELISIS","BOSTON COLLEGE",1,"Rushing","FB","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","BELISIS","DUKE",7,"Rushing","FB","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","BELISIS","SOUTH CAROLINA",9,"Rushing","FB","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","BELISIS","NORTH CAROLINA",4,"Rushing","FB","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","BELISIS","WILLIAM & MARY",3,"Rushing","FB","JR",1950,5,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","BELISIS","CLEMSON",6,"Rushing","FB","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","BELISIS","GEORGE WASHINGTON",5,"Rushing","FB","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","BELISIS","NC STATE",8,"Rushing","FB","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","BELISIS","RICHMOND",2,"Rushing","FB","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","ROBERSON","BOSTON COLLEGE",1,"Rushing","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","ROBERSON","RICHMOND",2,"Rushing","RH","JR",1950,2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","ROBERSON","WILLIAM & MARY",3,"Rushing","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","ROBERSON","NORTH CAROLINA",4,"Rushing","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","ROBERSON","GEORGE WASHINGTON",5,"Rushing","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","ROBERSON","CLEMSON",6,"Rushing","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ROBERSON","DUKE",7,"Rushing","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","ROBERSON","NC STATE",8,"Rushing","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","ROBERSON","SOUTH CAROLINA",9,"Rushing","RH","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","SPENCER","BOSTON COLLEGE",1,"Rushing / Interceptions / KO Returns","LH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","SPENCER","RICHMOND",2,"Rushing / Interceptions / KO Returns","LH","SO",1950,8,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","SPENCER","WILLIAM & MARY",3,"Rushing / Interceptions / KO Returns","LH","SO",1950,8,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA
"94","SPENCER","NORTH CAROLINA",4,"Rushing / Interceptions / KO Returns","LH","SO",1950,1,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,0,NA,NA,NA,NA,NA,NA
"95","SPENCER","GEORGE WASHINGTON",5,"Rushing / Interceptions / KO Returns","LH","SO",1950,2,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,107,1,NA,NA,NA,1,5,0
"96","SPENCER","CLEMSON",6,"Rushing / Interceptions / KO Returns","LH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","SPENCER","DUKE",7,"Rushing / Interceptions / KO Returns","LH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA
"98","SPENCER","NC STATE",8,"Rushing / Interceptions / KO Returns","LH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","SPENCER","SOUTH CAROLINA",9,"Rushing / Interceptions / KO Returns","LH","SO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","BLACKBERRY","BOSTON COLLEGE",1,"Rushing / Passing","QB","SR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","BLACKBERRY","DUKE",7,"Rushing / Passing","QB","SR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","BLACKBERRY","SOUTH CAROLINA",9,"Rushing / Passing","QB","SR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","BLACKBERRY","NORTH CAROLINA",4,"Rushing / Passing","QB","SR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","BLACKBERRY","WILLIAM & MARY",3,"Rushing / Passing","QB","SR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","BLACKBERRY","CLEMSON",6,"Rushing / Passing","QB","SR",1950,1,0,0,NA,NA,NA,6,14,2,47,0,0.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","BLACKBERRY","GEORGE WASHINGTON",5,"Rushing / Passing","QB","SR",1950,NA,NA,NA,NA,NA,NA,1,2,0,5,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","BLACKBERRY","NC STATE",8,"Rushing / Passing","QB","SR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","BLACKBERRY","RICHMOND",2,"Rushing / Passing","QB","SR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","KISSELL","BOSTON COLLEGE",1,"Rushing / Passing","QB","JR",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","KISSELL","RICHMOND",2,"Rushing / Passing","QB","JR",1950,3,5,0,NA,NA,NA,6,8,0,97,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
