"","PlayerYear","PlayerPosition","Name","calYear","Games","SoloTackles","AsstTackles","TotalTackles","TacklesForLoss","TFL_Yds","Sacks","Sack_Yds","Int","Int_Yds","IntTD","PassBreakUps","QBHurries","FumbleRecov","FumbleRecov_Yds","ForcedFumbles","BlockedKicks","Safety","Tkls/Gm","TotalCheck","Diff","PDF","Tm Rank","PDF_1"
"150","FR","CB","OKONYE, JOSH",2014,12,12,2,14,1.5,7,0.5,6,0,0,0,0,0,0,0,0,0,0,1.16666666666667,14,NA,0,NA,0
"151","FR","LB","WILLIAMS, JABOREE",2014,12,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08333333333333,13,NA,0,NA,0
"152","FR","DE","EJIOFOR, DUKE",2014,10,10,2,12,2,11,2,11,0,0,0,1,1,0,0,0,0,0,1.2,12,NA,1,NA,1
"153","FR","DT","RODNEY, ZEEK",2014,9,2,5,7,2,9,1.5,6,0,0,0,0,0,0,0,0,0,0,0.777777777777778,7,NA,0,NA,0
"154","FR","S","THOMAS-JACKSON, JULIAN",2014,11,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636,7,NA,0,NA,0
"155","FR","PK","CENTERS, ADAM",2014,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,1,NA,NA,NA,0
"156","FR","DT","LAMOT, ALI",2014,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,NA,NA,NA,0
"157","FR","QB","WOLFORD, JOHN",2014,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,1,NA,NA,NA,0
"158","SR","NT","WHITLOCK, NIKITA",2013,12,57,25,82,19,98,9,74,0,0,0,3,7,NA,NA,2,2,NA,6.83333333333333,NA,NA,3,NA,3
"159","SR","LB","OLSON, MIKE",2013,12,55,26,81,2,3,0.5,0,1,0,NA,4,2,NA,NA,2,1,NA,6.75,NA,NA,5,NA,5
"160","SR","OLB","JACKSON, JUSTIN",2013,12,34,22,56,5.5,26,2,19,1,63,1,2,4,1,2,NA,NA,NA,4.66666666666667,NA,NA,3,NA,3
"161","SR","DE","THOMPSON, ZACH",2013,11,26,16,42,12,55,5,35,NA,NA,NA,2,4,NA,NA,1,NA,NA,3.81818181818182,NA,NA,2,NA,2
"162","SR","S","MARSHALL, AJ",2013,8,31,11,42,4,6,NA,NA,1,9,NA,1,NA,NA,NA,NA,NA,NA,5.25,NA,NA,2,NA,2
"163","SR","DE","REDDING, KRIS",2013,12,12,13,25,1.5,4,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,2.08333333333333,NA,NA,0,NA,0
"164","SR","TE","BISHOP, SPENCER",2013,12,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333,NA,NA,0,NA,0
"165","SR","QB","PRICE, TANNER",2013,12,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333,NA,NA,0,NA,0
"166","SO","LB","CHUBB, BRANDON",2013,12,57,31,88,3,7,NA,NA,1,29,NA,2,NA,NA,NA,NA,NA,NA,7.33333333333333,NA,NA,3,NA,3
"167","SO","OLB","WILLIAMS, HUNTER",2013,11,18,21,39,2.5,7,0.5,1,NA,NA,NA,NA,2,2,0,NA,NA,NA,3.54545454545455,NA,NA,0,NA,0
"168","SO","CB","RAMSEY, ALLEN",2013,10,11,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,0
"169","SO","DE","FLOYD, DESMOND",2013,11,7,4,11,3,27,1,5,NA,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,NA,3,NA,3
"170","SO","DE","HARRIS, TYLOR",2013,11,5,5,10,2,12,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909090909090909,NA,NA,0,NA,0
"171","SO","PK","HEDLUND, CHAD",2013,12,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,NA,NA,0,NA,0
"172","SO","WR","RAGLAND, SHERMAN",2013,8,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,0,NA,0
"173","SO","S","WARD, JAMES",2013,11,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181818181818182,NA,NA,0,NA,0
"174","SO","OT","GOODWIN, HUNTER",2013,9,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111111111111111,NA,NA,0,NA,0
"175","RS","S","JANVION, RYAN",2013,12,61,34,95,2.5,4,0,0,1,1,NA,0,0,1,0,0,NA,NA,7.91666666666667,NA,NA,1,1,1
"176","RS","LB","MATTHEWS, TEDDY",2013,12,14,6,20,1,9,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,NA,NA,0,NA,0
"177","RS","DE","BANKS, JOSH",2013,10,9,4,13,2,9,1,8,NA,NA,NA,3,2,1,0,1,NA,NA,1.3,NA,NA,3,NA,3
"178","RS","OLB","JONES, KEVIS",2013,8,4,3,7,1.5,10,1,7,1,6,NA,1,NA,NA,NA,NA,NA,NA,0.875,NA,NA,2,NA,2
"179","RS","OLB","DONATELL, STEVE",2013,3,2,1,3,0.5,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0
"180","RS","WR","CRUMP, JARED",2013,11,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181818181818182,NA,NA,0,NA,0
"181","RS","QB","CAMERON, TYLER",2013,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,NA,NA,0,NA,0
"182","JR","CB","JOHNSON, KEVIN",2013,12,39,19,58,NA,NA,NA,NA,3,45,NA,12,NA,NA,NA,1,NA,NA,4.83333333333333,NA,NA,15,NA,15
"183","JR","CB","NOEL, MERRILL",2013,11,38,15,53,2.5,7,NA,NA,3,60,NA,6,NA,1,0,3,NA,NA,4.81818181818182,NA,NA,9,NA,9
"184","JR","S","WOODING, ANTHONY",2013,10,25,11,36,1,1,0,0,0,0,0,1,0,1,0,NA,NA,NA,3.6,NA,NA,1,NA,1
"185","JR","OG","FORD, ANTONIO",2013,11,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,0,NA,0
"186","JR","NT","GARCIA, JOHNNY",2013,12,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333,NA,NA,0,NA,0
"187","JR","RB","REYNOLDS, ORVILLE",2013,9,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111111111111111,NA,NA,0,NA,0
"188","FR","LB","LEE, MARQUELL",2013,11,4,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27272727272727,NA,NA,0,NA,0
"189","FR","S","BROWN, THOMAS",2013,11,69,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,59,NA,NA,NA,1.18181818181818,NA,NA,0,NA,0
"190","FR","CB","WATSON, BRAD",2013,12,7,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,0,NA,0
"191","FR","CB","DAVIS, DEONTE",2013,9,6,2,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.888888888888889,NA,NA,1,NA,1
"192","FR","CB","LATTER, JALEN",2013,12,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,NA,NA,0,NA,0
"193","FR","NT","LOONEY, JAMES",2013,6,0,3,3,0.5,2,0.5,2,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0.5,NA,NA,0,NA,0
"194","FR","RB","ARMSTRONG, JOHN",2013,10,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0,NA,0
"195","SR","LB","HAYNES, RILEY",2012,12,33,27,60,3.5,9,1,3,1,1,NA,0,0,0,0,0,NA,NA,5,NA,NA,1,NA,1
"196","SR","S","OKORO, KENNY",2012,12,36,17,53,3,12,0,0,2,0,NA,5,0,1,4,NA,NA,NA,4.41666666666667,NA,NA,7,NA,7
"197","SR","OLB","EHRMANN, JOEY",2012,12,36,14,50,10.5,38,3.5,22,NA,NA,NA,NA,2,NA,NA,2,NA,NA,4.16666666666667,NA,NA,0,NA,0
"198","SR","DE","HAZIME, HASAN",2012,12,15,13,28,7,21,2.5,11,NA,NA,NA,2,1,2,0,2,NA,NA,2.33333333333333,NA,NA,2,NA,2
"199","SR","LB","BETROS, SCOTT",2012,11,15,13,28,2.5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2.54545454545455,NA,NA,1,NA,1
"200","SR","OLB","ELLIS, DERRICUS",2012,12,6,3,9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,0,NA,0
"201","SR","FB","BOHANON, TOMMY",2012,12,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,NA,NA,0,NA,0
"202","SR","ST","GILLESPIE, J",2012,12,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333,NA,NA,0,NA,0
"203","SO","OLB","ALLEN, ZACHARY",2012,12,24,18,42,1.5,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,3.5,NA,NA,0,NA,0
"204","SO","CB","NOEL, MERRILL",2012,9,24,9,33,1.5,33,0.5,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3.66666666666667,NA,NA,3,NA,3
"205","SO","CB","JOHNSON, KEVIN",2012,12,34,24,8,3.5,15,0.5,4,3,2,NA,15,1,1,0,2,NA,NA,0.666666666666667,NA,NA,18,NA,18
"206","SO","S","LABARBERA, JOE",2012,12,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0.25,NA,NA,0,NA,0
"207","SO","DE","GARCIA, JOHNNY",2012,12,1,1,2,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,NA,NA,0,NA,0
"208","SO","DE","OFFOR, GODSPOWER",2012,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,0
"209","SO","ST","SCHLEGEL, CHUCK",2012,11,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181818181818182,NA,NA,0,NA,0
"210","RS","LB","CHUBB, BRANDON",2012,12,14,8,22,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.83333333333333,NA,NA,0,NA,0
"211","RS","CB","RAMSEY, ALLEN",2012,10,7,2,9,1,4,NA,NA,1,0,NA,NA,NA,1,0,NA,NA,NA,0.9,NA,NA,1,NA,1
"212","RS","DE","FLOYD, DESMOND",2012,6,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,0,NA,0
"213","RS","P","KINAL, ALEX",2012,12,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333,NA,NA,0,NA,0
"214","JR","OLB","JACKSON, JUSTIN",2012,12,40,41,81,8.5,56,4,39,0,0,NA,2,4,1,0,0,1,0,6.75,NA,NA,2,1,2
"215","JR","LB","OLSON, MIKE",2012,11,39,39,78,3.5,12,1,1,1,0,NA,2,3,NA,NA,NA,NA,NA,7.09090909090909,NA,NA,3,NA,3
"216","JR","S","MARSHALL, AJ",2012,12,41,35,76,3,6,0,0,2,39,NA,4,1,0,0,1,NA,NA,6.33333333333333,NA,NA,6,NA,6
"217","JR","DE","THOMPSON, ZACH",2012,11,27,25,52,5.5,36,4,31,1,3,NA,0,2,1,0,1,NA,NA,4.72727272727273,NA,NA,1,NA,1
"218","JR","NT","WHITLOCK, NIKITA",2012,10,27,24,51,5.5,41,3,32,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5.1,NA,NA,0,NA,0
"219","JR","DE","REDDING, KRIS",2012,11,14,16,30,5.5,28,3.5,24,NA,NA,NA,4,NA,1,0,2,NA,NA,2.72727272727273,NA,NA,4,NA,4
"220","JR","S","LOWE, DURAN",2012,6,16,12,28,1,3,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,4.66666666666667,NA,NA,0,NA,0
"221","JR","S","MACK, DANIEL",2012,10,23,27,5,0.5,0,NA,NA,NA,NA,NA,1,1,1,12,NA,NA,NA,0.5,NA,NA,1,NA,1
"222","JR","TE","BISHOP, SPENCER",2012,12,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333,NA,NA,0,NA,0
"223","JR","OT","BOLLING, DEVIN",2012,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0
"224","JR","OG","SOUZA, FRANK",2012,11,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,0,NA,0
"225","FR","DE","HARRIS, TYLOR",2012,12,16,6,22,4.5,23,1.5,14,NA,NA,NA,NA,1,1,0,2,NA,NA,1.83333333333333,NA,NA,0,NA,0
"226","FR","S","WARD, JAMES",2012,11,13,6,19,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.72727272727273,NA,NA,1,NA,1
"227","FR","ST","CHERRY, BRITT",2012,6,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,NA,NA,0,NA,0
"228","SR","S","QUARLES, CYHL",2011,13,52,49,101,1,2,0,0,0,0,NA,3,1,2,13,0,0,0,7.76923076923077,NA,NA,3,1,3
"229","SR","OLB","WILBER, KYLE",2011,13,48,22,70,11.5,52,3.5,33,0,0,0,1,3,1,0,3,1,0,5.38461538461539,NA,NA,1,NA,1
"230","SR","S","BUSH, JOSH",2011,13,41,18,59,2,3,0,0,6,115,0,5,1,0,0,0,0,0,4.53846153846154,NA,NA,11,NA,11
"231","SR","DE","DORTY, TRISTAN",2011,12,12,26,38,1.5,2,0,0,0,0,0,1,4,0,0,0,0,0,3.16666666666667,NA,NA,1,NA,1
"232","SR","DE","ORANGE, GELO",2011,12,16,3,19,2,7,0.5,4,0,0,0,0,1,0,0,0,0,0,1.58333333333333,NA,NA,0,NA,0
"233","SR","TE","FORD, CAMERON",2011,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,NA,NA,0,NA,0
"234","SR","LB","JARRETT, KYLE",2011,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,NA,NA,0,NA,0
"235","SR","OG","LOONEY, JOE",2011,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,NA,NA,0,NA,0
"236","SR","RB","PENDERGRASS, BRANDON",2011,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,NA,NA,0,NA,0
"237","SR","WR","GIVENS, CHRIS",2011,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,NA,0
"238","SO","NT","WHITLOCK, NIKITA",2011,13,26,38,64,14,64,3.5,34,0,0,0,1,3,1,0,1,0,0,4.92307692307692,NA,NA,1,NA,1
"239","SO","LB","JACKSON, JUSTIN",2011,12,37,22,59,6.5,37,1,14,0,0,0,2,0,0,0,3,1,0,4.91666666666667,NA,NA,2,NA,2
"240","SO","LB","OLSON, MIKE",2011,12,32,25,57,6,18,0,0,0,0,0,1,1,2,0,0,0,0,4.75,NA,NA,1,NA,1
"241","SO","DE","THOMPSON, ZACH",2011,13,17,23,40,4,10,0.5,2,1,8,0,2,1,0,0,0,0,0,3.07692307692308,NA,NA,3,NA,3
"242","SO","CB","MARSHALL, AJ",2011,13,22,11,33,1,1,0,0,0,0,0,4,0,0,0,0,0,0,2.53846153846154,NA,NA,4,NA,4
"243","SO","S","MACK, DANIEL",2011,11,7,6,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.18181818181818,NA,NA,0,NA,0
"244","SO","S","LABARBERA, JOE",2011,13,5,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.538461538461538,NA,NA,0,NA,0
"245","SO","NT","SOUZA, FRANK",2011,9,2,4,6,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,NA,NA,0,NA,0
"246","SO","CB","TATE, DOMINIQUE",2011,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,NA,0
"247","SO","DE","REDDING, KRIS",2011,10,2,1,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,NA,NA,0,NA,0
"248","RS","OLB","ALLEN, ZACHARY",2011,13,15,9,24,1,3,0.5,2,1,0,0,1,0,0,0,0,0,0,1.84615384615385,NA,NA,2,NA,2
"249","RS","CB","GREEN, JASON",2011,13,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538461538462,NA,NA,0,NA,0
"250","RS","S","COOPER, DESMOND",2011,13,3,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.307692307692308,NA,NA,0,NA,0
"251","RS","LS","FEIMSTER, LOGAN",2011,13,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692307692308,NA,NA,0,NA,0
"252","RS","NT","MOSBY, DUKE",2011,5,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,NA,NA,0,NA,0
"253","RS","CB","NOEL, MERRILL",2011,54,12,66,1,3,0,0,2,2,32,0,19,0,0,0,1,0,0,0.0185185185185185,NA,NA,21,NA,21
"254","JR","LB","BETROS, SCOTT",2011,13,26,33,59,3.5,5,0,0,0,0,0,2,1,0,0,1,0,0,4.53846153846154,NA,NA,2,NA,2
"255","JR","LB","EHRMANN, JOEY",2011,13,29,25,54,3,13,0.5,6,1,50,0,1,1,1,0,1,0,1,4.15384615384615,NA,NA,2,NA,2
"256","JR","LB","HAYNES, RILEY",2011,13,28,24,52,6,23,1,12,0,0,0,2,2,0,0,0,0,0,4,NA,NA,2,NA,2
"257","JR","CB","OKORO, KENNY",2011,13,32,6,38,0,0,0,0,1,36,0,9,0,1,0,0,0,0,2.92307692307692,NA,NA,10,NA,10
"258","JR","S","LOWE, DURAN",2011,13,17,16,33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.53846153846154,NA,NA,2,NA,2
"259","JR","OLB","ELLIS, DERRICUS",2011,13,5,6,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.846153846153846,NA,NA,3,NA,3
"260","JR","FL","JACKSON, LOVELL",2011,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,NA,NA,0,NA,0
"261","JR","PK","NEWMAN, JIMMY",2011,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769230769231,NA,NA,0,1,0
"262","JR","FB","BOHANON, TOMMY",2011,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,NA,NA,0,NA,0
"263","JR","WR","DAVIS, TERENCE",2011,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,NA,NA,0,NA,0
"264","SR","LB","HAYNES, HUNTER",2010,12,35,42,77,6.5,32,2.5,23,0,0,NA,1,NA,NA,NA,NA,NA,NA,6.41666666666667,77,0,1,NA,1
"265","SR","LB","WOODLIEF, MATT",2010,12,19,38,57,11.5,35,1.5,13,0,0,NA,2,1,NA,NA,NA,NA,NA,4.75,57,0,2,NA,2
"266","SR","S","FRYE, ALEX",2010,10,38,17,55,1,2,0,0,3,72,NA,3,0,0,0,2,NA,NA,5.5,55,0,6,NA,6
"267","SR","OLB","MALCHOW, LEE",2010,12,8,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08333333333333,NA,NA,0,NA,0
"268","SR","LS","BECHTEL, GREG",2010,12,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,NA,NA,0,NA,0
"269","SR","DT","RUSSELL, TRIPP",2010,6,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0
"270","SR","RB","ADAMS, JOSH",2010,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"271","SO","S","MACK, DANIEL",2010,12,21,24,45,0.5,3,0,0,2,33,NA,3,NA,NA,NA,NA,NA,NA,3.75,45,0,5,NA,5
"272","SO","LB","EHRMANN, JOEY",2010,12,20,22,42,4,16,1,6,1,7,NA,4,1,1,0,2,NA,NA,3.5,42,0,5,NA,5
"273","SO","CB","OKORO, KENNY",2010,12,32,7,39,1,1,0,0,2,1,NA,5,0,0,0,0,NA,NA,3.25,39,0,7,NA,7
"274","SO","DE","SMITH, KEVIN",2010,11,20,11,31,4.5,23,1.5,10,0,0,NA,1,0,0,0,2,1,NA,2.81818181818182,31,0,1,NA,1
"275","SO","LB","BETROS, SCOTT",2010,10,13,17,30,2.5,2,0,0,1,0,NA,1,NA,NA,NA,NA,NA,NA,3,30,0,2,NA,2
"276","SO","S","LOWE, DURAN",2010,12,18,12,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,0,NA,0
"277","SO","LB","HAYNES, RILEY",2010,6,6,8,14,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2.33333333333333,NA,NA,0,NA,0
"278","SO","DT","SOUZA, FRANK",2010,9,2,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11111111111111,NA,NA,0,1,0
"279","SO","DE","ELLIS, DERRICUS",2010,10,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,0,NA,0
"280","SO","DT","REDDING, KRIS",2010,9,3,3,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,0,NA,0
"281","SO","CB","GREEN, JASON",2010,8,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.375,NA,NA,0,NA,0
"282","SO","NT","BOOI, RAMON",2010,8,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,0,NA,0
"283","SO","WR","GIVENS, CHRIS",2010,11,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,NA,1,NA,0.181818181818182,NA,NA,0,NA,0
"284","SO","PK","NEWMAN, JIMMY",2010,12,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,NA,NA,0,NA,0
"285","SO","QB","STACHITAS, TED",2010,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0,NA,0
"286","SO","CB","JACKSON, LOVELL",2010,9,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"287","RS","NT","WHITLOCK, NIKITA",2010,12,20,24,44,10.5,40,3,23,0,0,NA,3,2,0,0,2,NA,NA,3.66666666666667,44,0,3,NA,3
"288","RS","LB","OLSON, MIKE",2010,12,23,20,43,2.5,25,2.5,25,0,0,NA,0,0,1,0,NA,NA,NA,3.58333333333333,NA,NA,0,NA,0
"289","RS","DT","THOMPSON, ZACH",2010,9,4,15,19,1,5,0.5,4,0,0,NA,0,1,NA,NA,NA,NA,NA,2.11111111111111,NA,NA,0,NA,0
"290","RS","DT","GALLAGHER, JOHN",2010,9,2,7,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0
"291","RS","LB","JACKSON, JUSTIN",2010,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0
"292","RS","DE","KING, TYLER",2010,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0,NA,0
"293","JR","S","QUARLES, CYHL",2010,12,45,26,71,1.5,4,0,0,1,0,NA,0,0,1,0,1,NA,NA,5.91666666666667,NA,NA,1,NA,1
"294","JR","OLB","WILBER, KYLE",2010,12,33,32,65,14.5,45,6,31,0,0,NA,4,1,0,0,3,2,NA,5.41666666666667,65,0,4,NA,4
"295","JR","DT","DORTY, TRISTAN",2010,11,22,22,44,7.5,23,2.5,10,0,0,NA,3,2,2,0,1,NA,NA,4,44,0,3,NA,3
"296","JR","S","BUSH, JOSH",2010,11,24,9,33,2,3,0,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,3,33,0,4,NA,4
"297","JR","DT","ORANGE, GELO",2010,11,14,8,22,2.5,5,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,2,22,0,1,NA,1
"298","JR","LB","JARRETT, KYLE",2010,12,8,14,22,0.5,1,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,1.83333333333333,NA,NA,0,NA,0
"299","JR","CB","WASHINGTON, CJ",2010,11,8,4,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1.09090909090909,12,0,1,NA,1
"300","JR","S","STAMPER, JOHN",2010,12,7,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,0,NA,0
"301","JR","P","POPHAM, SHANE",2010,12,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,0,NA,0
"302","JR","OT","GODFREY, DENNIS",2010,12,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,NA,NA,0,NA,0
"303","JR","TE","FORD, CAMERON",2010,12,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333,NA,NA,0,NA,0
"304","JR","OG","LOONEY, JOE",2010,10,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0,NA,0
"305","JR","CB","HARRIS, MORGAN",2010,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0
"306","JR","TE","PARKER, ANDREW",2010,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"307","FR","CB","JOHNSON, KEVIN",2010,11,20,11,31,1,1,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,2.81818181818182,31,0,2,NA,2
"308","FR","CB","MARSHALL, AJ",2010,11,18,4,22,1,10,1,10,0,0,NA,1,NA,NA,NA,NA,NA,NA,2,22,0,1,NA,1
